matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority
snopes_047,Snopes,genuine,Chase Bank does not allow cash deposits made by non-account holders,genuine,true,True,['banking'],11,True,1,1.0,1,2014-09-20T12:00:00,https://www.snopes.com/fact-check/chasing-money/,95600,99045,,,,,,,False,False,False,False,0,205
snopes_047,Snopes,misleading,Video clip shows police ignoring a getaway car full of bank robbers.,misleading,false,False,['banking'],12,True,1,1.0,1,2009-07-30T12:00:00,https://www.snopes.com/fact-check/photo-bank/,96794,100255,,,,,,,False,False,False,False,0,205
snopes_048,Snopes,genuine,"President Eisenhower once observed that ""a few Texas oil millionaires"" wanted to ""abolish social security.""",genuine,true,True,['pension'],15,True,1,1.0,1,2014-05-14T12:43:00,https://www.snopes.com/fact-check/social-insecurity/,95722,99169,,,,,,,False,False,False,False,0,206
snopes_048,Snopes,misleading,"U.S. House Speaker Nancy Pelosi told senior citizens, ""You're not entitled to social security! It's gone!""",misleading,false,False,['pension'],16,True,1,1.0,1,2020-05-13T14:40:07,https://www.snopes.com/fact-check/pelosi-seniors-social-security/,88313,91557,,,,,,,False,False,False,False,0,206
snopes_049,Snopes,genuine,Credit card users may be eligible for refunds of $25 or more from the settlement of a class action suit over foreign currency conversions,genuine,true,True,['currency'],24,True,1,1.0,1,2007-12-08T12:00:00,https://www.snopes.com/fact-check/ccf-settlement/,97212,100675,,,,,,,False,False,False,False,0,207
snopes_049,Snopes,misleading,"Executive Order 14067, signed by President Joe Biden, replaces the U.S. dollar with traceable digital currency that will eliminate constitutional liberties like freedom and privacy.",misleading,false,False,['currency'],25,True,1,1.0,1,2022-09-14T16:12:17,https://www.snopes.com/fact-check/executive-order-14067-biden-bucks/,84652,87770,,,,,,,False,False,False,False,0,207
snopes_050,Snopes,genuine,E-mail presents muddled comments by President Bush regarding proposed changes to Medicare/Social Security,genuine,true,True,['pension'],13,True,1,1.0,1,2006-01-20T12:00:00,https://www.snopes.com/fact-check/muddle-of-the-road/,97665,101132,,,,,,,False,False,False,False,0,208
snopes_050,Snopes,misleading,"In January 2018, Senator Tom Cotton called for drug testing for Social Security recipients.",misleading,false,False,['pension'],14,True,1,1.0,1,2018-01-24T12:56:34,https://www.snopes.com/fact-check/tom-cotton-drug-testing/,91116,94487,,,,,,,False,False,False,False,0,208
snopes_051,Snopes,genuine,The number on a sample Social Security card distributed in wallets sold through Woolworth stores was used by thousands of people.,genuine,true,True,['pension'],21,True,1,1.0,1,1999-04-13T07:17:54,https://www.snopes.com/fact-check/the-woolworth-card/,99280,102750,,,,,,,False,False,False,False,0,209
snopes_051,Snopes,misleading,"A large increase in the size of Social Security benefits provided to seniors occurring in 2023 came about ""through President Biden's leadership.""",misleading,false,False,['pension'],22,True,1,1.0,1,2022-11-02T23:12:13,https://www.snopes.com/fact-check/biden-increase-social-security/,83552,86640,,,,,,,False,False,False,False,0,209
africa_check_001,Africa Check,genuine,Agriculture has made the largest contribution… to the improved growth of our economy in the second and third quarters of 2017.,genuine,correct,True,['macroeconomy'],21,True,1,1.0,0,2018-02-16T00:00:00,https://africacheck.org/fact-checks/reports/fact-checked-pres-cyril-ramaphosas-first-ever-state-nation-address,16074,14077,,,,,,,False,False,False,False,0,210
africa_check_001,Africa Check,misleading,Are most estimates of what strikes cost the SA economy accurate? Probably not. Take them with a big pinch of salt,misleading,fake,False,['macroeconomy'],21,True,1,1.0,0,2013-09-18T00:00:00,https://africacheck.org/fact-checks/reports/are-most-estimates-what-strikes-cost-sa-economy-accurate-probably-not-take-them,15471,13471,,,,,,,False,False,False,False,0,210
africa_check_002,Africa Check,genuine,Gauteng is the seventh largest economy in Africa,genuine,correct,True,['macroeconomy'],8,True,1,1.0,0,2018-11-19T00:00:00,https://africacheck.org/fact-checks/reports/does-gauteng-make-third-south-africas-gdp-and-it-africas-seventh-biggest,16206,14210,,,,,,,False,False,False,False,0,211
africa_check_002,Africa Check,misleading,2014 SONA claims revisited: Zuma on the economy,misleading,fake,False,['macroeconomy'],8,True,1,1.0,0,2015-02-11T00:00:00,https://africacheck.org/fact-checks/reports/2014-sona-claims-revisited-zuma-economy,15543,13543,,,,,,,False,False,False,False,0,211
africa_check_003,Africa Check,genuine,"No, South Africa's First National Bank didn't charge reversal fees for accidental deposits",genuine,correct,True,['banking'],13,True,1,1.0,0,2019-08-08T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-south-africas-first-national-bank-didnt-charge-reversal,16737,14752,,,,,,,False,False,False,False,0,212
africa_check_003,Africa Check,misleading,'Impossible' for Nigerian president's aide to have US$4 trillion in secret bank account,misleading,false,False,['banking'],13,True,1,1.0,0,2019-11-26T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/impossible-nigerian-presidents-aide-have-us4-trillion-secret,16966,14988,,,,,,,False,False,False,False,0,212
africa_check_004,Africa Check,genuine,Revenue has been under-performing for the last 10 years.,genuine,correct,True,['company_finance'],9,True,1,1.0,0,2020-05-28T00:00:00,https://africacheck.org/fact-checks/reports/yes-finance-minister-correct-kenya-missed-revenue-targets-over-past-10-years,17425,15461,,,,,,,False,False,False,False,0,213
africa_check_004,Africa Check,misleading,"No, Kenya Revenue Authority won't be taxing marriage dowries",misleading,false,False,['company_finance'],9,True,1,1.0,0,2019-12-11T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenya-revenue-authority-wont-be-taxing-marriage-dowries,16925,14946,,,,,,,False,False,False,False,0,213
africa_check_005,Africa Check,genuine,South Africa's VIP protection budget up by R1.7bn? Radio presenter gets increase wrong,genuine,correct,True,['budget'],13,True,1,1.0,0,2021-06-17T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/south-africas-vip-protection-budget-r17bn-radio-presenter,18370,16424,,,,,,,False,False,False,False,0,214
africa_check_005,Africa Check,misleading,The recommended global funding for the judiciary is 2.5% of the national budget.,misleading,incorrect,False,['budget'],13,True,1,1.0,0,2018-08-16T00:00:00,https://africacheck.org/fact-checks/reports/budget-cuts-hit-kenyas-judiciary-theres-no-global-funding-target,16259,14264,,,,,,,False,False,False,False,0,214
africa_check_006,Africa Check,genuine,Total salary bill for Nigeria's identity commission up by 234% – not 300%,genuine,correct,True,['employment'],13,True,1,1.0,0,2021-09-23T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/total-salary-bill-nigerias-identity-commission-234-not-300,18813,16876,,,,,,,False,False,False,False,0,215
africa_check_006,Africa Check,misleading,"Is Zimbabwe's unemployment rate 4%, 60% or 95%? Why the data is unreliable",misleading,fake,False,['employment'],13,True,1,1.0,0,2014-10-01T00:00:00,https://africacheck.org/fact-checks/reports/zimbabwes-unemployment-rate-4-60-or-95-why-data-unreliable,15594,13594,,,,,,,False,False,False,False,0,215
africa_check_007,Africa Check,genuine,"""The unemployment rate we now have is at its highest ever.""",genuine,correct,True,['employment'],11,True,1,1.0,0,2022-01-27T00:00:00,https://africacheck.org/fact-checks/reports/highest-ever-unemployment-rate-fact-checking-two-claims-ancs-110th-birthday,19021,17089,,,,,,,False,False,False,False,0,216
africa_check_007,Africa Check,misleading,South African prisoners to earn salary? Facebook post copied from satire,misleading,false,False,['employment'],11,True,1,1.0,0,2019-05-02T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/south-african-prisoners-earn-salary-facebook-post-copied,16480,14491,,,,,,,False,False,False,False,0,216
africa_check_008,Africa Check,genuine,"No, Russia-Ukraine war hasn't led to UK recession, fuel deals with Nigeria",genuine,correct,True,['macroeconomy'],12,True,1,1.0,0,2022-03-31T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-russia-ukraine-war-hasnt-led-uk-recession-fuel-deals,19074,17143,,,,,,,False,False,False,False,0,217
africa_check_008,Africa Check,misleading,Nigeria's current status as Africa's largest economy was achieved under president Buhari.,misleading,incorrect,False,['macroeconomy'],12,True,1,1.0,0,2021-05-06T00:00:00,https://africacheck.org/fact-checks/reports/twitter-opts-ghana-office-nigerias-top-political-parties-cast-blame-did-they,18474,16530,,,,,,,False,False,False,False,0,217
africa_check_009,Africa Check,genuine,"""Annual diaspora remittances represent more than 3% of the GDP.""",genuine,correct,True,['macroeconomy'],10,True,1,1.0,0,2022-08-08T00:00:00,https://africacheck.org/fact-checks/reports/kenyadecides2022-fact-checking-raila-odingas-manifesto-ahead-presidential,19358,17431,,,,,,,False,False,False,False,0,218
africa_check_009,Africa Check,misleading,Are 5.7 million people employed in Zimbabwe's informal economy? No,misleading,false,False,['macroeconomy'],10,True,1,1.0,0,2014-05-12T00:00:00,https://africacheck.org/fact-checks/reports/are-57-million-people-employed-zimbabwes-informal-economy-no,15519,13519,,,,,,,False,False,False,False,0,218
africa_check_010,Africa Check,genuine,"""Manufacturing contribution to GDP has fallen from 9.3% to 7.6% in five years .""",genuine,correct,True,['macroeconomy'],14,True,1,1.0,0,2022-08-08T00:00:00,https://africacheck.org/fact-checks/reports/kenyadecides2022-fact-checking-william-rutos-manifesto-ahead-presidential,19392,17465,,,,,,,False,False,False,False,0,219
africa_check_010,Africa Check,misleading,"Yes, Ethiopia 'the fastest growing economy globally' - but it's all in the details",misleading,fake,False,['macroeconomy'],14,True,1,1.0,0,2019-12-17T00:00:00,https://africacheck.org/fact-checks/reports/yes-ethiopia-fastest-growing-economy-globally-its-all-details,16896,14917,,,,,,,False,False,False,False,0,219
africa_check_011,Africa Check,genuine,The temporary employment relief scheme provided wage subsidies to 5.7 million workers.,genuine,correct,True,['employment'],12,True,1,1.0,0,2023-09-22T00:00:00,https://africacheck.org/fact-checks/reports/part-2-more-claims-ancs-2019ancmanifestoreview-rally-fact-checked,20368,18461,,,,,,,False,False,False,False,0,220
africa_check_011,Africa Check,misleading,"Yes, Nigerian government agrees to pay academic salaries outside integrated payroll system",misleading,false,False,['employment'],12,True,1,1.0,0,2020-12-03T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/yes-nigerian-government-agrees-pay-academic-salaries-outside,17921,15966,,,,,,,False,False,False,False,0,220
africa_check_012,Africa Check,genuine,"""Our national edible oil import bill $1 billion .""",genuine,correct,True,['trade'],9,True,1,1.0,0,2023-11-23T00:00:00,https://africacheck.org/fact-checks/reports/verifying-kenyan-president-rutos-claims-health-insurance-teacher-shortages-and,20654,18749,,,,,,,False,False,False,False,0,221
africa_check_012,Africa Check,misleading,Kenya spends KSh500 billion on food imports every year.,misleading,incorrect,False,['trade'],9,True,1,1.0,0,2023-10-20T00:00:00,https://africacheck.org/fact-checks/reports/kenya-president-william-ruto-misses-mark-claiming-countrys-annual-food-import,20527,18621,,,,,,,False,False,False,False,0,221
africa_check_013,Africa Check,genuine,"""The economy has expanded over the past 30 years.""",genuine,correct,True,['macroeconomy'],9,True,1,1.0,0,2024-01-23T00:00:00,https://africacheck.org/fact-checks/reports/fact-checking-ancs-january-8th-claims-about-progress-and-what-party-said,20757,18852,,,,,,,False,False,False,False,0,222
africa_check_013,Africa Check,misleading,Nairobi accounts for 45% of Kenya's gross domestic product,misleading,incorrect,False,['macroeconomy'],9,True,1,1.0,0,2019-08-20T00:00:00,https://africacheck.org/fact-checks/reports/nairobi-produces-fifth-kenyas-gdp-not-45-guardian-claimed,16721,14736,,,,,,,False,False,False,False,0,222
dubawa_001,Dubawa,genuine,A Facebook user asserts that 11 women are Managing Directors or Chief Executive Officers of banks in Nigeria.,genuine,true,True,['banking'],18,True,1,1.0,0,2024-03-30T16:12:10,https://dubawa.org/true-11-notable-banks-in-nigeria-have-female-mds-ceos/,29212,28308,,,,,,,False,False,False,False,0,223
dubawa_001,Dubawa,misleading,"A WhatsApp broadcast message, shared multiple times, states that banks are shutting ICT services due to the election.",misleading,false,False,['banking'],18,True,1,1.0,0,2023-02-24T09:05:29,https://dubawa.org/nigerian-banks-not-shutting-down-communication-ahead-of-tomorrows-election/,29704,28813,,,,,,,False,False,False,False,0,223
dubawa_002,Dubawa,genuine,A viral post on Facebook states that the Central Bank of Nigeria will introduce a unified ATM card and suspend all banks' ATM cards currently used by customers.,genuine,true,True,['banking'],28,True,1,1.0,0,2023-01-24T14:11:52,https://dubawa.org/cbn-introduced-new-credit-card-scheme-but-cards-not-ready-for-use/,29748,28857,,,,,,,False,False,False,False,0,224
dubawa_002,Dubawa,misleading,"A viral WhatsApp message asks Nigerians to apply for a ₦200,000 business grant from the Federal Government, which will be paid into their bank accounts within 48 hours.",misleading,false,False,['banking'],28,True,1,1.0,0,2021-06-06T19:52:27,https://dubawa.org/nigerian-government-not-distributing-%e2%82%a6200000-grants-to-support-businesses/,30178,29297,,,,,,,False,False,False,False,0,224
dubawa_003,Dubawa,genuine,Peter Obi increased Anambra's Internally Generated Revenue by only N1 billion within eight years in governance.,genuine,true,True,['company_finance'],16,True,1,1.0,0,2023-01-06T09:19:56,https://dubawa.org/fact-checking-claims-on-igr-performance-in-anambra-kaduna-under-obi-el-rufai/,29769,28878,,,,,,,False,False,False,False,0,225
dubawa_003,Dubawa,misleading,President Buhari claims that NNPC's N287 billion naira 2020 profit is the first in 44 years.,misleading,false,False,['company_finance'],16,True,1,1.0,0,2021-09-06T15:48:27,https://dubawa.org/nnpcs-n287-billion-jinx-breaking-2020-profit-is-not-first-in-44-years-as-announced-by-president-buhari/,30053,29170,,,,,,,False,False,False,False,0,225
dubawa_004,Dubawa,genuine,Oyo State IGR increase by 26.4% without increasing taxes,genuine,true,True,['tax'],9,True,1,1.0,0,2020-11-24T10:33:05,https://dubawa.org/fact-checking-claims-in-oyo-igr-kadunas-new-tax-law/,30290,29412,,,,,,,False,False,False,False,0,226
dubawa_004,Dubawa,misleading,Nigerians pay the lowest tax in the whole world,misleading,false,False,['tax'],9,True,1,1.0,0,2024-09-15T18:15:42,https://dubawa.org/do-nigerians-pay-the-least-tax-globally/,28890,27983,,,,,,,False,False,False,False,0,226
factcheckzw_001,FactCheckZW,genuine,"Yes, 80% of jobs are in the informal economy",genuine,true,True,['macroeconomy'],9,True,1,1.0,0,2023-03-31T10:58:01,https://factcheckzw.org/yes-80-of-jobs-are-in-the-informal-economy/,30666,29791,,,,,,,False,False,False,False,0,227
factcheckzw_001,FactCheckZW,misleading,Checking two rally claims on economy by President Mnangagwa,misleading,false,False,['macroeconomy'],9,True,1,1.0,0,2023-07-04T08:34:38,https://factcheckzw.org/checking-two-rally-claims-on-economy-by-president-mnangagwa/,30650,29775,,,,,,,False,False,False,False,0,227
grass_fact_check_004,Grass Fact Check,genuine,"In 2017-2022, the capital expenditures to GDP ratio will be 8% on average which is more than the GEL 25 billion value project",genuine,true,True,['macroeconomy'],23,True,1,1.0,0,2018-12-12T00:00:00,https://factcheck.ge/en/story/37720-in-2017-2022-the-capital-expenditures-to-gdp-ratio-will-be-8-on-average-which-is-more-than-the-gel-25-billion-value-project#518,43868,44040,,,,,,,False,False,False,False,0,228
grass_fact_check_004,Grass Fact Check,misleading,"Georgia's current economy, in terms of its purchasing power, is twice as big as it was before the collapse of the Soviet Union",misleading,false,False,['macroeconomy'],23,True,1,1.0,0,2019-02-26T00:00:00,https://factcheck.ge/en/story/37996-georgia-s-current-economy-in-terms-of-its-purchasing-power-is-twice-as-big-as-it-was-before-the-collapse-of-the-soviet-union,43715,43887,,,,,,,False,False,False,False,0,228
politifact_003,PolitiFact,genuine,"In West Virginia, ""personal income tax collections up 14% from 2017.""",genuine,true,True,"['tax', 'income']",11,True,2,1.0,0,2018-10-11T00:00:00,https://www.politifact.com/factchecks/2018/oct/11/david-mckinley/david-mckinley-correct-about-rise-wva-tax-receipts/,62515,64982,,,,,,,False,False,False,False,0,229
politifact_003,PolitiFact,misleading,"Says 7,000 millionaires ""gamed the system to pay no income taxes.""",misleading,false,False,"['tax', 'income']",11,True,2,1.0,0,2012-09-30T00:00:00,https://www.politifact.com/factchecks/2012/sep/30/tammy-baldwin/7000-millionaires-gamed-system-pay-zero-federal-in/,67991,70490,,,,,,,False,False,False,False,0,229
politifact_016,PolitiFact,genuine,"Government shutdowns in 2013 and 2018 ""cost our economy billions of dollars each.""",genuine,true,True,['macroeconomy'],13,True,1,1.0,0,2024-12-19T00:00:00,https://www.politifact.com/factchecks/2024/dec/19/sara-jacobs/fact-check-past-government-shutdowns-cost-billions/,58330,60562,,,,,,,False,False,False,False,0,230
politifact_016,PolitiFact,misleading,"Says Hillary Clinton's energy agenda ""will cost the U.S. economy over $5 trillion""",misleading,false,False,['macroeconomy'],13,True,1,1.0,0,2016-09-27T00:00:00,https://www.politifact.com/factchecks/2016/sep/27/donald-trump/donald-trumps-false-clinton-energy-plan/,72752,75260,,,,,,,False,False,False,False,0,230
politifact_017,PolitiFact,genuine,"""In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.""",genuine,true,True,['employment'],29,True,1,1.0,0,2024-02-02T00:00:00,https://www.politifact.com/factchecks/2024/feb/02/tony-evers/is-gov-evers-right-that-wisconsins-unemployment-ra/,58816,61092,,,,,,,False,False,False,False,0,231
politifact_017,PolitiFact,misleading,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",misleading,false,False,['employment'],29,True,1,1.0,0,2019-11-14T00:00:00,https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/trump-didnt-donate-salary-rebuild-military-cemeter/,61756,64171,,,,,,,False,False,False,False,0,231
politifact_018,PolitiFact,genuine,""" top issue for college students is the economy.""",genuine,true,True,['macroeconomy'],9,True,1,1.0,0,2024-02-02T00:00:00,https://www.politifact.com/factchecks/2024/feb/02/scott-walker/scott-walker-said-college-voters-number-one-issue/,58817,61093,,,,,,,False,False,False,False,0,232
politifact_018,PolitiFact,misleading,"Video shows Black Friday shoppers ""in Biden's thriving economy.""",misleading,false,False,['macroeconomy'],9,True,1,1.0,0,2023-11-30T00:00:00,https://www.politifact.com/factchecks/2023/nov/30/instagram-posts/black-friday-a-bust-under-biden-no-video-of-lone-s/,77849,80561,,,,,,,False,False,False,False,0,232
politifact_019,PolitiFact,genuine,"""40% of the folks who have student loans do not have a college diploma, four-year diploma. These are people who are truck drivers and who are nail technicians and nurses' aides.""",genuine,true,True,['loan'],31,True,1,1.0,0,2022-09-13T00:00:00,https://www.politifact.com/factchecks/2022/sep/13/elizabeth-warren/40-student-borrowers-lack-4-year-degree/,59541,61857,,,,,,,False,False,False,False,0,233
politifact_019,PolitiFact,misleading,"""The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don't pay it back the feds can seize their property.""",misleading,pants-fire,False,['loan'],31,True,1,1.0,0,2024-10-06T00:00:00,https://www.politifact.com/factchecks/2024/oct/06/tweets/fema-gives-750-to-help-hurricane-victims-with-supp/,58459,60707,,,,,,,False,False,False,False,0,233
politifact_020,PolitiFact,genuine,"""The tax carve out Johnson spearheaded overwhelmingly benefited the wealthiest, over small businesses.""",genuine,true,True,['tax'],13,True,1,1.0,0,2022-06-07T00:00:00,https://www.politifact.com/factchecks/2022/jun/07/state-democratic-party-wisconsin/yes-tax-break-ron-johnson-pushed-2017-has-benefite/,59714,62039,,,,,,,False,False,False,False,0,234
politifact_020,PolitiFact,misleading,Says Nancy Pelosi tweeted that she was disgusted with Donald Trump over taxes,misleading,false,False,['tax'],13,True,1,1.0,0,2020-04-20T00:00:00,https://www.politifact.com/factchecks/2020/apr/20/facebook-posts/says-nancy-pelosi-tweeted-she-was-disgusted-donald/,61418,63820,,,,,,,False,False,False,False,0,234
politifact_021,PolitiFact,genuine,"""I've released 22 years of my tax returns. You can go online and look. hasn't released one.""",genuine,true,True,['tax'],17,True,1,1.0,0,2020-10-31T00:00:00,https://www.politifact.com/factchecks/2020/oct/31/joe-biden/yes-joe-biden-has-released-22-years-tax-returns-on/,60877,63254,,,,,,,False,False,False,False,0,235
politifact_021,PolitiFact,misleading,"Says ""J.B. Pritzker's tax plan"" includes a ""new tax per mile you drive with government tracking device.""",misleading,false,False,['tax'],17,True,1,1.0,0,2018-09-23T00:00:00,https://www.politifact.com/factchecks/2018/sep/23/bruce-rauner/rauner-veers-course-claiming-pritzker-proposed-mil/,62571,65039,,,,,,,False,False,False,False,0,235
politifact_022,PolitiFact,genuine,"""While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.""",genuine,true,True,['tax'],13,True,1,1.0,0,2020-10-28T00:00:00,https://www.politifact.com/factchecks/2020/oct/28/chris-jacobs/jacobs-charge-mcmurray-raised-taxes-grand-island-c/,60911,63291,,,,,,,False,False,False,False,0,236
politifact_022,PolitiFact,misleading,"""America has more people employed as tax preparers than as police and firefighters.""",misleading,false,False,['tax'],13,True,1,1.0,0,2017-07-18T00:00:00,https://www.politifact.com/factchecks/2017/jul/18/george-will/do-tax-preparers-outnumber-firefighters-and-police/,63459,65943,,,,,,,False,False,False,False,0,236
politifact_023,PolitiFact,genuine,"Before COVID-19, ""Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.""",genuine,true,True,['employment'],27,True,1,1.0,0,2020-04-14T00:00:00,https://www.politifact.com/factchecks/2020/apr/14/jack-whitver/iowa-had-strong-job-market-when-it-came-having-job/,61427,63829,,,,,,,False,False,False,False,0,237
politifact_023,PolitiFact,misleading,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",misleading,false,False,['employment'],27,True,1,1.0,0,2020-10-20T00:00:00,https://www.politifact.com/factchecks/2020/oct/20/mike-pence/pence-uses-outdated-numbers-tout-wisconsin-job-gai/,60934,63315,,,,,,,False,False,False,False,0,237
politifact_024,PolitiFact,genuine,"""The average resident's tax burden is at its lowest level in nearly 50 years while incomes continue to grow.""",genuine,true,True,['tax'],19,True,1,1.0,0,2020-03-11T00:00:00,https://www.politifact.com/factchecks/2020/mar/11/roger-roth/wisconsin-state-senator-hits-mark-tax-burden-50-ye/,61509,63914,,,,,,,False,False,False,False,0,238
politifact_024,PolitiFact,misleading,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,misleading,false,False,['tax'],19,True,1,1.0,0,2022-11-15T00:00:00,https://www.politifact.com/factchecks/2022/nov/15/instagram-posts/ftx-helped-with-a-cryptocurrency-fundraising-site/,59387,61693,,,,,,,False,False,False,False,0,238
politifact_025,PolitiFact,genuine,"""We have the lowest corporate tax rate since 1968.""",genuine,true,True,['tax'],9,True,1,1.0,0,2020-01-18T00:00:00,https://www.politifact.com/factchecks/2020/jan/18/andrew-cuomo/cuomos-accurate-boast-about-new-yorks-historically/,61656,64065,,,,,,,False,False,False,False,0,239
politifact_025,PolitiFact,misleading,"Says that as Wisconsin governor he ""never raised taxes.""",misleading,false,False,['tax'],9,True,1,1.0,0,2012-02-10T00:00:00,https://www.politifact.com/factchecks/2012/feb/10/tommy-thompson/gop-senate-candidate-tommy-thompson-says-tax-cutti/,68846,71347,,,,,,,False,False,False,False,0,239
politifact_026,PolitiFact,genuine,"""Studies show at the minimum wage, you can't rent a two-bedroom apartment anywhere in the United States...a modest, two-bedroom apartment.""",genuine,true,True,['employment'],20,True,1,1.0,0,2019-07-30T00:00:00,https://www.politifact.com/factchecks/2019/jul/30/bobby-scott/scotts-right-modest-two-bedroom-apartments-not-aff/,61941,64372,,,,,,,False,False,False,False,0,240
politifact_026,PolitiFact,misleading,"Says congressional salaries have gone up 231% over the last 30 years...Now Congress is saying they need a $4,500 raise.",misleading,false,False,['employment'],20,True,1,1.0,0,2019-08-07T00:00:00,https://www.politifact.com/factchecks/2019/aug/07/facebook-posts/no-congressional-salaries-have-not-gone-231-over-l/,61921,64349,,,,,,,False,False,False,False,0,240
politifact_027,PolitiFact,genuine,"""About 80 percent of tax credit goes to claimants who are making $1 million or more.""",genuine,true,True,['tax'],16,True,1,1.0,0,2019-04-04T00:00:00,https://www.politifact.com/factchecks/2019/apr/04/daniel-riemer/state-rep-riemer-right-money-tax-credit-claim/,62151,64596,,,,,,,False,False,False,False,0,241
