matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority,audit_chunk_file,previous_pair_id,organisation,audit_origin,pre_audited,article_id,binary_label_name,finance_term_count,verdict,claim_normalised,financial_matches_list,financial_match_set,origin_priority,pair_pre_audited_count,automatic_large_length_gap
round2_politifact_028,PolitiFact,genuine,"Says that in 2011, Oregon had ""the second fastest growing economy in the nation.""",genuine,true,True,['macroeconomy'],14,False,0,0.0,0,2012-12-05T00:00:00,https://www.politifact.com/factchecks/2012/dec/05/john-kitzhaber/did-oregon-have-nations-second-fastest-growing-eco/,67794,70293,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is incomplete without its missing subject.",False,False,False,True,2,5,factors_audit_chunk_06_completed.csv,politifact_061,PolitiFact,round1_individually_valid,yes,,,,,says that in 2011 oregon had the second fastest growing economy in the nation,['macroeconomy'],{'macroeconomy'},0,1,False
round2_politifact_028,PolitiFact,misleading,"Vladimir Putin ""ended the Rothschild's control over Russia by nationalizing the Russian centralized bank.""",misleading,false,false,['banking'],14,False,0,0.0,0,2022-04-20T00:00:00,https://www.politifact.com/factchecks/2022/apr/20/facebook-posts/putin-did-not-nationalize-russian-central-bank-and/,59819,62148,,,,,,,False,,,True,3,5,,,PolitiFact,reserve_unreviewed,no,83334.0,misleading,1.0,false,vladimir putin ended the rothschild s control over russia by nationalizing the russian centralized bank,['banking'],{'banking'},1,1,False
round2_politifact_001,PolitiFact,genuine,"""When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. ... So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the State of Wisconsin go away.""",genuine,true,True,"['tax', 'employment', 'income']",55,True,3,1.0,25,2023-05-12T00:00:00,https://www.politifact.com/factchecks/2023/may/12/robin-vos/yes-wisconsins-tax-coffers-would-take-a-hit-if-bre/,77427,80106,yes,yes,yes,yes,,"Rejected pair: both claims are valid financial statements, but the 25-word length gap is too large for the matched design.",False,True,True,False,2,6,factors_audit_chunk_01_completed.csv,politifact_002,PolitiFact,round1_individually_valid,yes,,,,,when a basketball player or football or baseball player from another team plays in wisconsin that one game s salary they pay wisconsin income tax on it so if for some reason we do not have the brewers in wisconsin all of those player salaries that generate dollars for the state of wisconsin go away,"['tax', 'employment', 'income']","{'tax', 'employment', 'income'}",0,2,True
round2_politifact_001,PolitiFact,misleading,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing ""nearly half your paycheck.""",misleading,false,False,"['tax', 'employment', 'income']",30,True,3,1.0,25,2020-08-26T00:00:00,https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/another-widespread-facebook-post-spreads-false-cla/,61098,63481,yes,yes,yes,yes,,"Rejected pair: both claims are valid financial statements, but the 25-word length gap is too large for the matched design.",False,False,True,False,2,6,factors_audit_chunk_01_completed.csv,politifact_002,PolitiFact,round1_individually_valid,yes,,,,,says joe biden and kamala harris would raise the federal income tax rate for a person with a bi weekly gross salary of 3 000 to 39 6 costing nearly half your paycheck,"['tax', 'employment', 'income']","{'tax', 'employment', 'income'}",0,2,True
round2_politifact_010,PolitiFact,genuine,"""Wisconsin is #1 in the Midwest for personal income growth over the year.""",genuine,true,True,['income'],13,True,1,1.0,12,2014-08-14T00:00:00,https://www.politifact.com/factchecks/2014/aug/14/scott-walker/scott-walker-says-wisconsin-tops-its-neighbors-inc/,66102,68599,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the misleading counterpart is malformed.",False,False,False,False,2,7,factors_audit_chunk_02_completed.csv,politifact_154,PolitiFact,round1_individually_valid,yes,,,,,wisconsin is 1 in the midwest for personal income growth over the year,['income'],{'income'},0,2,True
round2_politifact_010,PolitiFact,misleading,"Says Hillary Clinton is ""proposing to print instant work permits for millions of illegal immigrants to come in and take everybody's jobs, including low-income African-Americans.""",misleading,false,False,['income'],25,True,1,1.0,12,2016-08-18T00:00:00,https://www.politifact.com/factchecks/2016/aug/18/donald-trump/hillary-clinton-want-millions-illegal-immigrants-t/,64242,66731,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the genuine counterpart is not primarily financial or economic.",False,False,False,False,2,7,factors_audit_chunk_03_completed.csv,politifact_150,PolitiFact,round1_individually_valid,yes,,,,,says hillary clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybody s jobs including low income african americans,['income'],{'income'},0,2,True
round2_politifact_008,PolitiFact,genuine,"Says ""as a share of the US economy, the government's support for research and development has fallen by nearly two-thirds since the 1960s.""",genuine,true,True,['macroeconomy'],23,True,1,1.0,11,2011-09-26T00:00:00,https://www.politifact.com/factchecks/2011/sep/26/rush-holt/us-rep-rush-holt-says-government-support-research-/,70066,72567,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the misleading counterpart is only incidentally economic.",False,False,False,False,2,8,factors_audit_chunk_02_completed.csv,politifact_167,PolitiFact,round1_individually_valid,yes,,,,,says as a share of the us economy the government s support for research and development has fallen by nearly two thirds since the 1960s,['macroeconomy'],{'macroeconomy'},0,2,True
round2_politifact_008,PolitiFact,misleading,"Says Scott Walker said ""Labor unions don't deserve to have a national holiday"" due to their damage to the economy. And the holiday ""should be replaced by Patriots Day, celebrated every year on 9/11.""",misleading,pants-fire,False,['macroeconomy'],34,True,1,1.0,11,2015-09-10T00:00:00,https://www.politifact.com/factchecks/2015/sep/10/facebook-posts/facebook-post-says-scott-walker-wants-end-labor-da/,65138,67631,yes,yes,yes,yes,,"Rejected pair: both claims are understandable, but the 25-word length gap is too large for the matched design.",False,False,True,False,2,8,factors_audit_chunk_01_completed.csv,politifact_177,PolitiFact,round1_individually_valid,yes,,,,,says scott walker said labor unions don t deserve to have a national holiday due to their damage to the economy and the holiday should be replaced by patriots day celebrated every year on 9 11,['macroeconomy'],{'macroeconomy'},0,2,True
round2_politifact_009,PolitiFact,genuine,"Says ""nearly 29,000 Oregonians — almost 5 percent of all homeowners — are 90 days or more delinquent on their mortgage.""",genuine,true,True,['interest_mortgage'],21,True,1,1.0,11,2013-08-09T00:00:00,https://www.politifact.com/factchecks/2013/aug/09/ellen-rosenblum/are-5-percent-homeowners-really-90-days-or-behind-/,71172,73673,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the misleading counterpart is a personal anecdote rather than financial misinformation.",False,False,False,False,2,9,factors_audit_chunk_02_completed.csv,politifact_162,PolitiFact,round1_individually_valid,yes,,,,,says nearly 29 000 oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage,['interest_mortgage'],{'interest_mortgage'},0,2,True
round2_politifact_009,PolitiFact,misleading,"Donald Trump ""pays off mortgage of killed NYPD officer's family.""",misleading,false,False,['interest_mortgage'],10,True,1,1.0,11,2024-04-12T00:00:00,https://www.politifact.com/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,78085,80812,yes,yes,yes,yes,,"Rejected pair: genuine row uses 'she' without identifying the person, so it is not standalone.",False,False,True,False,2,9,factors_audit_chunk_01_completed.csv,politifact_175,PolitiFact,round1_individually_valid,yes,,,,,donald trump pays off mortgage of killed nypd officer s family,['interest_mortgage'],{'interest_mortgage'},0,2,True
round2_politifact_012,PolitiFact,genuine,Says women care most about jobs and the economy,genuine,true,True,['macroeconomy'],9,False,0,0.0,1,2012-08-29T00:00:00,https://www.politifact.com/factchecks/2012/aug/29/pam-bondi/pam-bondi-says-women-care-most-about-jobs-and-econ/,68121,70621,yes,yes,yes,yes,,"Rejected pair: both claims are understandable, but the 25-word length gap is too large for the matched design.",False,False,True,True,2,10,factors_audit_chunk_01_completed.csv,politifact_177,PolitiFact,round1_individually_valid,yes,,,,,says women care most about jobs and the economy,['macroeconomy'],{'macroeconomy'},0,2,False
round2_politifact_012,PolitiFact,misleading,"Hartsfield-Jackson's new international terminal is opening ""within budget.""",misleading,pants-fire,False,['budget'],8,False,0,0.0,1,2012-05-23T00:00:00,https://www.politifact.com/factchecks/2012/may/23/john-kennedy/airport-spokesman-says-new-international-terminal/,70521,73022,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the genuine counterpart is malformed and not standalone.",False,False,False,True,2,10,factors_audit_chunk_07_completed.csv,politifact_181,PolitiFact,round1_individually_valid,yes,,,,,hartsfield jackson s new international terminal is opening within budget,['budget'],{'budget'},0,2,False
round2_politifact_011,PolitiFact,genuine,"Says Barack Obama ""said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.""",genuine,true,True,['deficit'],32,False,0,0.0,0,2012-10-21T00:00:00,https://www.politifact.com/factchecks/2012/oct/21/leonard-lance/barack-obama-broke-promise-cut-annual-deficit-half/,70839,73340,yes,yes,yes,yes,,Rejected pair: misleading row begins with a missing subject ('says he...') and is not standalone.,False,False,False,True,2,11,factors_audit_chunk_01_completed.csv,politifact_191,PolitiFact,round1_individually_valid,yes,,,,,says barack obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term that simply has not happened,['deficit'],{'deficit'},0,2,False
round2_politifact_011,PolitiFact,misleading,"Says Gov. Chris Christie's proposed budget is ""the biggest spending budget in the history of the state of New Jersey. It is the largest in the nation at this point in time.""",misleading,false,False,['budget'],32,False,0,0.0,0,2012-06-25T00:00:00,https://www.politifact.com/factchecks/2012/jun/25/vincent-prieto/vincent-prieto-claims-chris-christies-proposed-bud/,70581,73082,yes,yes,yes,yes,,Rejected pair: genuine row does not identify the state or governor associated with the budget proposal.,False,False,False,True,2,11,factors_audit_chunk_01_completed.csv,politifact_172,PolitiFact,round1_individually_valid,yes,,,,,says gov chris christie s proposed budget is the biggest spending budget in the history of the state of new jersey it is the largest in the nation at this point in time,['budget'],{'budget'},0,2,False
round2_politifact_017,PolitiFact,genuine,"""Hair stylists are required to undergo more government scrutiny than foreclosure consultants.""",genuine,true,True,['financial_distress'],12,True,1,1.0,8,2011-08-21T00:00:00,https://www.politifact.com/factchecks/2011/aug/21/gary-schaer/assemblyman-gary-schaer-claims-hair-stylists-face-/,70005,72506,yes,yes,yes,yes,,"Individually acceptable as a claim about regulation of foreclosure services, but the pair is removed because the misleading counterpart is not financial.",False,False,False,False,0,12,factors_audit_chunk_04_completed.csv,politifact_122,PolitiFact,round1_individually_valid,yes,,,,,hair stylists are required to undergo more government scrutiny than foreclosure consultants,['financial_distress'],{'financial_distress'},0,1,False
round2_politifact_017,PolitiFact,misleading,"Says Brett Kavanaugh's mother presided over foreclosure case against Christine Blasey Ford's parents, which fueled motivation for sexual assault accusation.",misleading,false,false,['financial_distress'],20,True,1,1.0,8,2018-09-20T00:00:00,https://www.politifact.com/factchecks/2018/sep/20/blog-posting/kavanaughs-mother-dismissed-foreclosure-case/,62563,65030,,,,,,,False,,,False,1,12,,,PolitiFact,reserve_unreviewed,no,78260.0,misleading,1.0,false,says brett kavanaugh s mother presided over foreclosure case against christine blasey ford s parents which fueled motivation for sexual assault accusation,['financial_distress'],{'financial_distress'},1,1,False
round2_politifact_022,PolitiFact,genuine,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",genuine,true,True,['employment'],34,True,1,0.5,6,2021-05-21T00:00:00,https://www.politifact.com/factchecks/2021/may/21/greg-abbott/job-openings-texas-match-number-people-unemploymen/,60459,62821,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the misleading counterpart is not a genuine financial/economic claim.",False,False,False,False,0,13,factors_audit_chunk_02_completed.csv,politifact_161,PolitiFact,round1_individually_valid,yes,,,,,we now have more job openings than we do people who are on unemployment we have 60 more job openings today than we did the month before the pandemic hit the state of texas,['employment'],{'employment'},0,1,False
round2_politifact_022,PolitiFact,misleading,"Says less than half of 1 percent of all the Texas legislators who ever served draw ""a benefit"" from pensions tied to the salaries of state district judges.",misleading,false,false,"['employment', 'pension']",28,True,1,0.5,6,2013-06-13T00:00:00,https://www.politifact.com/factchecks/2013/jun/13/doug-miller/legislator-says-less-half-1-percent-texas-legislat/,67311,69809,,,,,,,False,,,False,1,13,,,PolitiFact,reserve_unreviewed,no,70583.0,misleading,2.0,false,says less than half of 1 percent of all the texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges,"['employment', 'pension']","{'employment', 'pension'}",1,1,False
round2_politifact_021,PolitiFact,genuine,"""West Virginia's exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia's export growth rate was 14.2%, nearly double the national average of 7.6%.""",genuine,true,True,['trade'],31,True,1,0.5,4,2019-04-24T00:00:00,https://www.politifact.com/factchecks/2019/apr/24/west-virginia-republican-party/have-exports-west-virginia-risen-faster-us-whole/,74064,76596,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is not a trade or economic claim.",False,False,False,False,0,14,factors_audit_chunk_04_completed.csv,politifact_132,PolitiFact,round1_individually_valid,yes,,,,,west virginia s exports increased for the second year in a row in 2018 reaching 8 1 billion additionally west virginia s export growth rate was 14 2 nearly double the national average of 7 6,['trade'],{'trade'},0,1,False
round2_politifact_021,PolitiFact,misleading,"When I took office, ""the auto industry was on its knees gasping its last breath."" Trump administration ""tariffs and taxes saved the American auto industry from extinction.""",misleading,false,false,"['tax', 'trade']",27,True,1,0.5,4,2023-10-05T00:00:00,https://www.politifact.com/factchecks/2023/oct/05/donald-trump/fact-check-trumps-repeated-falsehood-that-he-saved/,58968,61252,,,,,,,False,,,False,1,14,,,PolitiFact,reserve_unreviewed,no,85937.0,misleading,2.0,false,when i took office the auto industry was on its knees gasping its last breath trump administration tariffs and taxes saved the american auto industry from extinction,"['tax', 'trade']","{'trade', 'tax'}",1,1,False
round2_politifact_016,PolitiFact,genuine,"Says that Wall Street hedge fund managers ""pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.""",genuine,true,True,['tax'],26,True,1,1.0,2,2011-08-22T00:00:00,https://www.politifact.com/factchecks/2011/aug/22/sherrod-brown/sen-sherrod-brown-says-wall-street-hedge-fund-mana/,69382,71883,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is primarily a health and regulation claim.",False,False,False,False,0,15,factors_audit_chunk_04_completed.csv,politifact_118,PolitiFact,round1_individually_valid,yes,,,,,says that wall street hedge fund managers pay a lower tax rate than does a sheet metal worker in parma or a school teacher in cleveland,['tax'],{'tax'},0,1,False
round2_politifact_016,PolitiFact,misleading,"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""",misleading,false,false,['tax'],24,True,1,1.0,2,2017-11-30T00:00:00,https://www.politifact.com/factchecks/2017/nov/30/donald-trump/will-gop-tax-bill-cost-donald-trump-fortune-no/,73334,75846,,,,,,,False,,,False,1,15,,,PolitiFact,reserve_unreviewed,no,76759.0,misleading,1.0,false,says the tax bill is going to cost me a fortune this thing believe me believe me this is not good for me,['tax'],{'tax'},1,1,False
round2_politifact_014,PolitiFact,genuine,"""Due to the recent downturn in steel production, more than 13,600 Americans have been laid off and the steel industry is facing billions in losses.""",genuine,true,True,['company_finance'],25,True,1,1.0,1,2017-05-30T00:00:00,https://www.politifact.com/factchecks/2017/may/30/claire-mccaskill/mccaskill-mark-steel-industry/,63531,66017,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is primarily a political conspiracy claim.",False,False,False,False,0,16,factors_audit_chunk_04_completed.csv,politifact_104,PolitiFact,round1_individually_valid,yes,,,,,due to the recent downturn in steel production more than 13 600 americans have been laid off and the steel industry is facing billions in losses,['company_finance'],{'company_finance'},0,1,False
round2_politifact_014,PolitiFact,misleading,"Michigan and Massachusetts raised their bottle deposit and ""could no longer afford the program because the redemptions were so high there was no profit in there.""",misleading,pants-fire,false,['company_finance'],26,True,1,1.0,1,2011-06-06T00:00:00,https://www.politifact.com/factchecks/2011/jun/06/jeff-kruse/state-senator-says-two-states-bottle-bill-systems-/,69676,72177,,,,,,,False,,,False,1,16,,,PolitiFact,reserve_unreviewed,no,67177.0,misleading,1.0,pants-fire,michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there,['company_finance'],{'company_finance'},1,1,False
round2_politifact_015,PolitiFact,genuine,"The proposed transportation bill ""could be the largest tax increase in Georgia history.""",genuine,true,True,['tax'],13,True,1,1.0,1,2011-08-22T00:00:00,https://www.politifact.com/factchecks/2011/aug/22/david-pennington/transportation-sales-tax-could-be-historic-wrong-r/,69374,71875,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is about deleting social-media posts rather than taxation.",False,False,False,False,0,17,factors_audit_chunk_06_completed.csv,politifact_076,PolitiFact,round1_individually_valid,yes,,,,,the proposed transportation bill could be the largest tax increase in georgia history,['tax'],{'tax'},0,1,False
round2_politifact_015,PolitiFact,misleading,Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,misleading,false,false,['tax'],14,True,1,1.0,1,2015-11-04T00:00:00,https://www.politifact.com/factchecks/2015/nov/04/ben-carson/does-ben-carsons-tithe-based-tax-plan-lead-1-trill/,65013,67505,,,,,,,False,,,False,1,17,,,PolitiFact,reserve_unreviewed,no,73734.0,misleading,1.0,false,says his tax plan wouldn t leave the federal government with a 1 1 trillion hole,['tax'],{'tax'},1,1,False
round2_politifact_019,PolitiFact,genuine,"""The national economy was strong in its largest expansion of private sector jobs before President Trump came into office.""",genuine,true,True,['macroeconomy'],19,True,1,0.5,1,2018-09-25T00:00:00,https://www.politifact.com/factchecks/2018/sep/25/tim-kaine/ne-right-record-jobs-growth-streak-precedes-trump/,62577,65045,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is primarily a quotation/characterisation claim.",False,False,False,False,0,18,factors_audit_chunk_04_completed.csv,politifact_103,PolitiFact,round1_individually_valid,yes,,,,,the national economy was strong in its largest expansion of private sector jobs before president trump came into office,['macroeconomy'],{'macroeconomy'},0,1,False
round2_politifact_019,PolitiFact,misleading,"Says Clackamas County Measure 3-401 ""will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.""",misleading,false,false,"['tax', 'macroeconomy']",20,True,1,0.5,1,2012-07-05T00:00:00,https://www.politifact.com/factchecks/2012/jul/05/clackamas-county-democrats/will-passage-light-rail-ballot-measure-clackamas-c/,68343,70844,,,,,,,False,,,False,1,18,,,PolitiFact,reserve_unreviewed,no,68737.0,misleading,2.0,false,says clackamas county measure 3 401 will hurt our county cripple economic growth and increase our taxes with excessive special elections,"['tax', 'macroeconomy']","{'macroeconomy', 'tax'}",1,1,False
round2_politifact_020,PolitiFact,genuine,Says Obama promised to cut the deficit in half.,genuine,true,True,['deficit'],9,True,1,0.5,1,2012-10-04T00:00:00,https://www.politifact.com/factchecks/2012/oct/04/mitt-romney/romney-says-obama-promised-cut-deficit-half/,67973,70472,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is grammatically incomplete.",False,False,False,False,0,19,factors_audit_chunk_06_completed.csv,politifact_063,PolitiFact,round1_individually_valid,yes,,,,,says obama promised to cut the deficit in half,['deficit'],{'deficit'},0,1,False
round2_politifact_020,PolitiFact,misleading,Says his plan would cut taxes without increasing the deficit.,misleading,false,false,"['tax', 'deficit']",10,True,1,0.5,1,2015-11-05T00:00:00,https://www.politifact.com/factchecks/2015/nov/05/donald-trump/donald-trumps-false-claim-his-tax-plan-wouldnt-inc/,65018,67510,,,,,,,False,,,False,1,19,,,PolitiFact,reserve_unreviewed,no,73738.0,misleading,2.0,false,says his plan would cut taxes without increasing the deficit,"['tax', 'deficit']","{'tax', 'deficit'}",1,1,False
round2_politifact_013,PolitiFact,genuine,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",genuine,true,True,['pension'],12,True,1,1.0,0,2014-02-28T00:00:00,https://www.politifact.com/factchecks/2014/feb/28/david-jolly/david-jolly-says-social-security-not-guaranteed-ac/,66616,69113,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is an alleged insult rather than a claim about Social Security policy.",False,False,False,False,0,20,factors_audit_chunk_06_completed.csv,politifact_055,PolitiFact,round1_individually_valid,yes,,,,,says the u s supreme court found that social security is not guaranteed,['pension'],{'pension'},0,1,False
