claimID,claim,label,binary_label_name,finance_selection_reason,category_text,tag_text,factcheck_domain,original_split,word_count,is_question,reason,claimURL,finance_relevant,label_mapping_valid,standalone_claim,audit_notes
farg-00192,Described the estimated 2.6 percent growth in the nation’s real gross domestic product for the second quarter of 2017 as “a number that nobody thought they’d see for a long period of time.”,false,misleading,specific_finance_metadata,the-factcheck-wire,economy,www.factcheck.org,train,33,False,,https://www.factcheck.org/2017/08/trumps-gdp-puffery/,,,,
para-00167,Prime Minister Julia Gillard has guaranteed there would be a surplus 165 times.,true,genuine,specific_finance_metadata,Budget,,pandora.nla.gov.au,train,13,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/27/tony-abbott/abbott-says-gillard-promised-surplus-165-times/index.html,,,,
para-00042,"The fine print of the Coalition's Direct Action plan contains ""a great, big new carbon tax"".",mostly false,misleading,specific_finance_metadata,Carbon Tax | Climate change | Direct Action | Environment,,pandora.nla.gov.au,validation,16,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/mark-butler/does-coalition-plan-introduce-carbon-tax-after-all/index.html,,,,
para-00100,"Says moving to an ETS early will have a ""significant"" negative impact on cutting emissions.",mostly false,misleading,specific_finance_metadata,Carbon Tax | Climate change | Environment,,pandora.nla.gov.au,train,15,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/25/adam-bandt/will-moving-early-ets-reduce-our-emissions-abateme/index.html,,,,
farg-00128,“83 percent of the benefits go to the top 1 percent” under the GOP tax law.,misleading,misleading,specific_finance_metadata,the-factcheck-wire,tax cuts,www.factcheck.org,train,16,False,,https://www.factcheck.org/2018/01/democrats-misleading-tax-line/,,,,
para-00156,"If we increase Year 12 completion rates to 90 per cent, we'll increase productivity by 0.6 per cent a year.",false,misleading,specific_finance_metadata,Economy | Education,,pandora.nla.gov.au,train,20,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/07/wayne-swan/swan-says-raising-year-12-completion-rates-will-li/index.html,,,,
para-00216,Says Australians subsidise the car industry by $18 per head — well below the United States and Germany.,mostly true,genuine,specific_finance_metadata,Tax,,pandora.nla.gov.au,validation,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/20/kevin-rudd/memo-anti-car-industry-flat-earth-society-please-n/index.html,,,,
para-00174,"Says Julia Gillard broke her promise that there would be ""no carbon tax under the government I lead"".",mostly true,genuine,specific_finance_metadata,Carbon Tax,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/19/tony-abbott/did-gillard-break-her-no-carbon-tax-promise/index.html,,,,
para-00006,"The Coalition needs to increase the debt limit because Labor ""trashed the house before they were evicted"".",mostly false,misleading,specific_finance_metadata,Debt | Economy,,pandora.nla.gov.au,train,17,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/nov/15/tony-abbott/Whats-been-trashed-economy-Labor-both/index.html,,,,
para-00083,Australian Government debt per head of population is one of the lowest across all the developed countries in the world.,true,genuine,specific_finance_metadata,Budget | Debt | Economy,,pandora.nla.gov.au,train,20,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/07/kevin-rudd/government-debt-australia-low-global-standards/index.html,,,,
para-00097,There is virtually no prospect that the US will adopt a cap and trade system [to deal with climate change] at any point in the period to 2020.,mostly true,genuine,specific_finance_metadata,Carbon Tax | Climate change | Environment,,pandora.nla.gov.au,train,28,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/30/greg-hunt/might-us-adopt-cap-and-trade-2020/index.html,,,,
tron-02699,You have won the Netherlands Sweepstakes Lottery,fiction!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,7,False,,https://www.truthorfiction.com/dutchlottery/,,,,
snes-05826,Locks of Love sells most donated hair for profit and charges ailing children exorbitant amounts for wigs.,mostly false,misleading,generic_business_plus_finance_text,Business,,www.snopes.com,train,17,False,,https://www.snopes.com/fact-check/donated-hair/,,,,
para-00013,"Let’s face it, we’ve had the five biggest deficits in Australian history from Wayne Swan’s five budgets.",mostly false,misleading,specific_finance_metadata,Budget | Debt | Economy,,pandora.nla.gov.au,train,17,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/23/tony-abbott/abbott-says-swan-delivered-five-biggest-deficits-e/index.html,,,,
para-00165,Labor has delivered the biggest increase to the pension in more than a century.,true,genuine,specific_finance_metadata,Pension,,pandora.nla.gov.au,train,14,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/29/jenny-macklin/biggest-age-pension-rise-more-century/index.html,,,,
farg-00103,"We have no [trade] deficit [with Canada], but that doesn't include energy and timber. But when you do we lose $17 billion a year.",false,misleading,specific_finance_metadata,the-factcheck-wire,North American Free Trade Agreement,www.factcheck.org,train,24,False,,https://www.factcheck.org/2018/03/trumps-canadian-trade-tale/,,,,
para-00115,"Australia leads the world ""in many fields"".",mostly false,misleading,specific_finance_metadata,Economy | Mining,,pandora.nla.gov.au,validation,7,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/11/kelvin-thomson/what-extent-does-australia-lead-world/index.html,,,,
para-00155,Nothing can ever happen in terms of the GST without the agreement of all the states and territories.,mostly false,misleading,specific_finance_metadata,Federal-State relations | Tax,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/09/tony-abbott/tony-abbott-says-gst-cannot-be-changed-without-all/index.html,,,,
fani-00011,CLAIM: There was a rock fall on the Antrim coast road on 9 August 2017.,conclusion: false,misleading,specific_finance_metadata,economy,,factcheckni.org,train,15,False,,https://factcheckni.org/facts/did-a-large-rock-fall-onto-the-antrim-coast-road/,,,,
para-00069,"Under Labor you will effectively be taxed twice on your savings, once when you earn the money and again when it sits in the bank.",mostly false,misleading,specific_finance_metadata,Tax,,pandora.nla.gov.au,train,25,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/13/luke-hartsuyker/double-or-nothing-coalition-says-labor-will-effect/index.html,,,,
para-00065,"Mr Abbott is effectively saying he would ""extend the GST, both in terms of the rate of the tax, increasing it from 10 per cent, as well as extending its scope presumably to include food.""",false,misleading,specific_finance_metadata,Economy | Tax,,pandora.nla.gov.au,train,35,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/13/kevin-rudd/whats-sacred-gst-scare-campaign-nothing-not-even-v/index.html,,,,
para-00180,"Government revenues are ""up 7 per cent"" despite the budget deficit.",true,genuine,specific_finance_metadata,Budget,,pandora.nla.gov.au,train,11,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/14/andrew-robb/liberals-say-government-revenues-are-7-cent-despit/index.html,,,,
tron-01509,Donald Trump Invested in Carrier Parent Company,mostly truth!,genuine,specific_finance_metadata,government,donald trump | government waste | taxes,www.truthorfiction.com,train,7,False,,https://www.truthorfiction.com/trump-invested-carrier-parent-company/,,,,
thet-00043,"Wages are lower now in real terms than they were in 2007, after the slowest decade of wage growth in over two hundred years.",true,genuine,specific_finance_metadata,Fact check Finance,,theferret.scot,train,24,False,,https://theferret.scot/ian-blackford-wage-growth-200-years/,,,,
para-00118,"Cleaning up government regulation would save $12 billion a year and ""addressing areas of federal-state regulatory reform could boost our economy by $6 billion a year.""",true,genuine,specific_finance_metadata,Economy | Regulation,,pandora.nla.gov.au,train,26,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/09/tony-abbott/cleaning-government-red-tape-would-save-12-billion/index.html,,,,
para-00092,"Australia's debt is growing faster than at any other time in recorded history, more than double that predicted even just before the last election.",mostly false,misleading,specific_finance_metadata,Debt,,pandora.nla.gov.au,train,24,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/01/andrew-robb/Debt-growing-faster-now-than-history/index.html,,,,
tron-00540,"Taco Bell Files For Bankruptcy, Closing All Restaurants",fiction!,misleading,generic_business_plus_finance_text,business,business | facebook | satire,www.truthorfiction.com,train,8,False,,https://www.truthorfiction.com/taco-bell-files-bankruptcy/,,,,
para-00104,"Whether it’s a fixed tax or a floating tax, (Rudd's floating-price emissions trading scheme) is still a tax.",mostly false,misleading,specific_finance_metadata,Carbon Tax | Environment,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/19/tony-abbott/tax-tax-tax-emissions-trading-scheme/index.html,,,,
farg-00146,"The Republican tax plans are ""going to be a job-killer.”",misleading,misleading,specific_finance_metadata,the-factcheck-wire,GDP,www.factcheck.org,train,10,False,,https://www.factcheck.org/2017/11/pelosis-misleading-job-killer-claim/,,,,
para-00204,"The government can cut tax by 15% and ""get back the same amount of tax anyway"".",false,misleading,specific_finance_metadata,Tax,,pandora.nla.gov.au,validation,16,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/31/clive-palmer/palmernomics-pudding-unpalatable-real-world-menu/index.html,,,,
para-00054,Forty-seven per cent of people who will vote in September are aged 50 years and over.,true,genuine,specific_finance_metadata,Aged | Pension,,pandora.nla.gov.au,train,16,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/national-seniors-australia/seniors-politicians-ignore-them-their-perile-them/index.html,,,,
snes-06323,Payment of U.S. federal income taxes is voluntary.,false,misleading,generic_business_plus_finance_text,Business,,www.snopes.com,train,8,False,,https://www.snopes.com/fact-check/is-income-tax-voluntary/,,,,
farg-00091,"Corporate tax revenues are “still rising,” even though the tax rate “dropped 40 percent” under the new tax law.",misleading,misleading,specific_finance_metadata,the-factcheck-wire,Corporate tax,www.factcheck.org,train,19,False,,https://www.factcheck.org/2018/04/paul-ryan-misleads-on-corporate-tax-revenues/,,,,
para-00168,"Says national government debt has gone from ""zero to heading towards $400 billion"".",false,misleading,specific_finance_metadata,Budget | Debt | Economy | Finance,,pandora.nla.gov.au,train,13,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/24/julie-bishop/julie-bishop-says-national-debt-has-gone-zero-head/index.html,,,,
vees-00115,VERA FILES FACT CHECK: Website recycles report on senior citizen pensions,fake,misleading,specific_finance_metadata,,fake news | social citizen pension,verafiles.org,validation,11,False,,http://verafiles.org/articles/vera-files-fact-check-website-recycles-fake-report-senior-ci,,,,
farg-00064,It’s close to $100 billion a year loss with Canada in trade.,false,misleading,specific_finance_metadata,the-factcheck-wire,trade,www.factcheck.org,train,12,False,,https://www.factcheck.org/2018/06/trump-garbles-canadian-trade-stats/,,,,
para-00112,"Moving immediately to a floating carbon price would result in ""a black hole of up to $15 billion in the budget"".",mostly false,misleading,specific_finance_metadata,Budget | Carbon Tax | Economy,,pandora.nla.gov.au,train,21,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/15/joe-hockey/early-ets-would-hurt-budget-how-much/index.html,,,,
tron-02684,Make big money by purchasing and distributing “reports” at home,fiction!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,10,False,,https://www.truthorfiction.com/chain/,,,,
snes-06439,Certain symbols displayed on the packaging of a variety of grocery items signify that their manufacturers have paid a 'secret tax' to the Jews.,false,misleading,generic_business_plus_finance_text,Business,,www.snopes.com,train,24,False,,https://www.snopes.com/fact-check/the-kosher-nostra/,,,,
tron-02690,Scam to get your credit card number,scam!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,7,False,,https://www.truthorfiction.com/pornmail/,,,,
farg-00317,"“Bob Casey wants to fire the incredible men and women of ICE. He wants to abolish ICE, because he’s weak.”",false,misleading,specific_finance_metadata,featured-posts,estate tax,www.factcheck.org,train,20,False,,https://www.factcheck.org/2018/08/a-rally-filled-with-repeats/,,,,
para-00043,"The public service is 20,000 larger in Canberra than what it was when we were last in government.",false,misleading,specific_finance_metadata,Budget | Public Service,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/joe-hockey/public-service-growth-numbers-dont-add/index.html,,,,
para-00110,"The Rudd-Gillard-Rudd government has increased the Canberra tourism bureaucracy by 248 per cent and cut the budget for Tourism Australia, the government’s overseas marketing agency, by $6 million.",false,misleading,specific_finance_metadata,Budget | Tourism,,pandora.nla.gov.au,train,28,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/15/bob-baldwin/budget-growing-and-bureaucracy-steady-tourism-aust/index.html,,,,
para-00082,"Rudd’s ""spend-a-thon"" has the budget ""blowing out by $3 billion a week"".",mostly false,misleading,specific_finance_metadata,Budget,,pandora.nla.gov.au,train,12,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/07/tony-abbott/abbott-says-rudds-spend-thon-has-budget-blowing-ou/index.html,,,,
para-00141,Every illegal boat is costing you $12.8 million.,mostly true,genuine,specific_finance_metadata,Asylum Seekers | Budget | Campaign ads | Immigration,,pandora.nla.gov.au,train,8,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/25/liberal-party-australia/liberal-party-says-every-illegal-boat-costing-128-/index.html,,,,
para-00079,"Says Labor is the only party ""that introduces new taxes or increases taxes without a mandate"".",false,misleading,specific_finance_metadata,Economy | Tax,,pandora.nla.gov.au,train,16,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/08/liberal-party-australia/labor-labor-only-party-introduces-new-taxes-or-inc/index.html,,,,
tron-01781,"Obamacare Article 54 Goes into Effect May 1, Will Divert 30% of Social Security",fiction!,misleading,specific_finance_metadata,health-medical,barack obama | healthcare | obamacare | social security,www.truthorfiction.com,validation,14,False,,https://www.truthorfiction.com/obamacare-article-54-goes-into-effect-may-1-will-divert-30-of-social-security-fiction/,,,,
para-00106,Kevin Rudd’s carbon tax will cost the average household more than $3000 over the six years from mid-2014.,mostly true,genuine,specific_finance_metadata,Carbon Tax | Economy | Environment,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/greg-hunt/how-much-will-floating-carbon-price-cost-australia/index.html,,,,
tron-02892,Nancy Pelosi Disgusted With Trump for Letting People Keep More Money They Earned,fiction!,misleading,specific_finance_metadata,politics,congress | donald trump | gop | nancy pelosi | taxes,www.truthorfiction.com,train,13,False,,https://www.truthorfiction.com/nancy-pelosi-disgusted-trump-letting-people-keep-money-earned/,,,,
para-00048,Since we were elected we've trebled the amount of wind power in Australia.,mostly true,genuine,specific_finance_metadata,Carbon Tax | Environment,,pandora.nla.gov.au,train,13,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/mark-butler/youve-got-wind-power-it-thanks-labor/index.html,,,,
tron-01455,Illinois Resident Patty Nye Blasts Senator Dick Durbin for Calling Seniors “Greediest Generation”,fiction!,misleading,specific_finance_metadata,government,congress | seniors | social security,www.truthorfiction.com,train,13,False,,https://www.truthorfiction.com/patty-nye-dick-durbin-greediest-generation/,,,,
para-00007,Australian wage rates are very high by international standards.,mostly true,genuine,specific_finance_metadata,Economy | Employment | Industrial relations,,pandora.nla.gov.au,train,9,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/nov/14/maurice-newman/are-australian-wages-very-high-international-stand/index.html,,,,
tron-02688,Make big bucks in a PayPal Scheme,fiction!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,7,False,,https://www.truthorfiction.com/paypalchain/,,,,
para-00159,"Queenslanders save ""$475 per head on state taxes"" when compared to the average of other states and territories.",mostly true,genuine,specific_finance_metadata,Budget | Tax,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/05/tim-nicholls/queenslanders-save-475-capita-state-taxes-compared/index.html,,,,
farg-00247,"Claims that under his plan, ""a middle-class family with two children will get about a 35 percent tax reduction.""",misleading,misleading,specific_finance_metadata,the-factcheck-wire,2016 TV Ad | income tax,www.factcheck.org,train,19,False,,https://www.factcheck.org/2016/11/trumps-tax-cut-claims/,,,,
para-00114,The world is moving away from carbon taxes and emissions trading schemes.,false,misleading,specific_finance_metadata,Carbon Tax | Environment,,pandora.nla.gov.au,train,12,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/11/tony-abbott/home-alone-rest-world-moving-away-carbon-pricing/index.html,,,,
para-00191,"The Coalition savings target ""puts a lie to Mr Rudd’s claim of a black hole of $70 billion"".",true,genuine,specific_finance_metadata,Budget,,pandora.nla.gov.au,train,18,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/05/joe-hockey/hockey-budget-70-billion-rudd-wrong/index.html,,,,
tron-01502,President Trump Announces $612 Stimulus Checks,fiction!,misleading,specific_finance_metadata,government,donald trump | presidencies | taxes,www.truthorfiction.com,train,6,False,,https://www.truthorfiction.com/donald-trump-612-checks/,,,,
tron-02696,Money from Saudi Arabian McDonald’s helping terrorists,fiction!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,7,False,,https://www.truthorfiction.com/mcdonalds/,,,,
para-00178,The budget papers reveal that Australia's gross debt will breach Labor's $300 billion debt ceiling within the forward estimates.,mostly false,misleading,specific_finance_metadata,Budget | Debt | Economy,,pandora.nla.gov.au,train,19,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/15/joe-hockey/does-budget-say-labor-will-breach-300-billion-debt/index.html,,,,
snes-02458,A customer closed out his million-dollar account after his bank refused to validate a 50-cent parking ticket.,true,genuine,generic_business_plus_finance_text,Business,,www.snopes.com,train,17,False,,https://www.snopes.com/fact-check/million-error/,,,,
farg-00107,"Says the government will spend $250,000 instead of $1 billion on an embassy in Israel.",spins the facts,misleading,specific_finance_metadata,the-factcheck-wire,budget,www.factcheck.org,train,15,False,,https://www.factcheck.org/2018/03/trumps-bogus-embassy-boast/,,,,
farg-00065,"“The average American worker today, despite the strong economy, is not getting ahead.”",misleading,misleading,specific_finance_metadata,the-factcheck-wire,real wages,www.factcheck.org,train,13,False,,https://www.factcheck.org/2018/06/sanders-misleading-wage-claim/,,,,
para-00183,The carbon tax is adding $400 to the cost of every car manufactured in Australia.,mostly false,misleading,specific_finance_metadata,Carbon Tax | Manufacturing,,pandora.nla.gov.au,train,15,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/12/tony-abbott/tony-abbott-says-carbon-tax-adds-400-cost-cars-mad/index.html,,,,
snes-03317,The U.S. government assigns Social Security numbers on the basis of race.,false,misleading,generic_business_plus_finance_text,Business,,www.snopes.com,train,12,False,,https://www.snopes.com/fact-check/black-carded/,,,,
farg-00055,West Virginia is second in the nation in the percentage increase of GDP.,false,misleading,specific_finance_metadata,the-factcheck-wire,GDP,www.factcheck.org,validation,13,False,,https://www.factcheck.org/2018/07/trump-overstates-west-virginia-gains/,,,,
farg-00038,"As you know, we’re doing record and close-to-record GDP.",false,misleading,specific_finance_metadata,the-factcheck-wire,GDP,www.factcheck.org,train,9,False,,https://www.factcheck.org/2018/08/second-quarter-gdp-growth-not-a-record/,,,,
para-00086,"Households on a $300,000 mortgage are ""paying about $5500 less per year than they were at the beginning of our term of government"".",mostly true,genuine,specific_finance_metadata,Economy | Interest rates,,pandora.nla.gov.au,train,23,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/06/mark-butler/australians-are-5500-year-better-repaying-average-/index.html,,,,
para-00223,"As health minister Tony Abbott ""took $1 billion out of hospital funding for the states"".",false,misleading,specific_finance_metadata,Budget | Health,,pandora.nla.gov.au,validation,15,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/16/kevin-rudd/abbott-blamed-cut-never-happened/index.html,,,,
thet-00046,I think people should be looking to the UK government and reflecting on the fact there has been lots of promises made to the Clyde but more often than not those promises are broken. It is only a couple of years ago that workers were being promised a frigate factory on the Clyde,mostly true,genuine,specific_finance_metadata,Arms trade Fact check,,theferret.scot,train,53,False,,https://theferret.scot/sturgeon-indyref-shipbuilding-promises-broken/,,,,
para-00218,The Coalition’s alternative climate change policy will cost billions of dollars more than Tony Abbott claims and has no chance of meeting Australia’s emissions reduction target.,mostly true,genuine,specific_finance_metadata,Carbon Tax | Environment,,pandora.nla.gov.au,validation,26,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/20/mark-butler/how-much-direct-action-cost/index.html,,,,
snes-00906,Did Harley-Davidson Close a Wisconsin Factory to Move Production to Thailand Due to New Steel Tariffs?,mostly false,misleading,generic_business_plus_finance_text,Business,,www.snopes.com,train,16,True,,https://www.snopes.com/fact-check/harley-davidson-steel-tariffs/,,,,
para-00084,"Labor’s (FBT) tax hike will cost 320,000 Australians an average of $1,400 per year.",mostly true,genuine,specific_finance_metadata,Tax,,pandora.nla.gov.au,validation,14,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/07/tony-abbott/abbott-says-fbt-tax-hike-will-cost-320000-australi/index.html,,,,
para-00187,We are currently borrowing from overseas to fund our foreign aid commitments.,mostly false,misleading,specific_finance_metadata,Economy | Foreign Aid,,pandora.nla.gov.au,train,12,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/06/andrew-robb/conjuring-trick-borrowing-overseas-and-then-sendin/index.html,,,,
