matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority,audit_chunk_file
snopes_073,Snopes,misleading,Consumers are not obligated to pay back debt that creditors have written off and sold.,misleading,false,False,['debt'],15,True,1,1.0,12,2017-06-02T14:54:51,https://www.snopes.com/fact-check/paying-sold-debt/,91947,95325,yes,yes,yes,yes,no,Rejected pair: genuine row is primarily an image-authenticity claim; debt is only content inside the pictured chart.,False,False,True,False,2,15,factors_audit_chunk_01_completed.csv
snopes_074,Snopes,genuine,"First Republic Bank was closed and sold to JPMorgan Chase on May 1, 2023, making it the second-largest U.S. bank failure in history based on its total assets.",genuine,true,True,['banking'],28,True,1,1.0,12,2023-05-01T16:59:03,https://www.snopes.com/fact-check/first-republic-bank-failure/,82888,85954,yes,yes,yes,yes,no,"Rejected pair: misleading row matches 'bank' only in the geographic sense of a river bank, not finance.",False,False,True,False,2,16,factors_audit_chunk_01_completed.csv
snopes_074,Snopes,misleading,Remains of a Viking ship were discovered on the banks of the Mississippi River near Memphis,misleading,false,False,['banking'],16,True,1,1.0,12,2014-08-17T12:00:00,https://www.snopes.com/fact-check/ship-of-fools/,95658,99104,no,yes,yes,yes,no,"Rejected pair: misleading row matches 'bank' only in the geographic sense of a river bank, not finance.",False,False,True,False,2,16,factors_audit_chunk_01_completed.csv
grass_fact_check_023,Grass Fact Check,genuine,"""In 2012, our GDP was USD 16 billion whilst today Georgia's GDP is USD 15.8 billion. In eight years, our income growth was zero.""",genuine,true,True,"['income', 'macroeconomy']",24,True,1,0.5,11,2021-04-12T00:00:00,https://factcheck.ge/en/story/39363--in-2012-our-gdp-was-usd-16-billion-whilst-today-georgia-s-gdp-is-usd-15-8-billion-in-eight-years-our-income-growth-was-zero,43897,44069,yes,yes,no,yes,no,Rejected pair: both rows rely on unspecified first-person context ('our GDP/our economy') and are not fully standalone.,False,False,True,False,2,18,factors_audit_chunk_01_completed.csv
grass_fact_check_023,Grass Fact Check,misleading,"""As of today, tourism is the only sector in our economy showing growth.""",misleading,false,False,['macroeconomy'],13,True,1,0.5,11,2014-11-26T00:00:00,https://factcheck.ge/en/story/15371-as-of-today-tourism-is-the-only-sector-in-our-economy-showing-growth,43780,43952,yes,yes,no,yes,no,Rejected pair: both rows rely on unspecified first-person context ('our GDP/our economy') and are not fully standalone.,False,False,True,False,2,18,factors_audit_chunk_01_completed.csv
snopes_072,Snopes,genuine,Billionaire investor and former Trump adviser Carl Icahn sold off approximately $30 million worth of stock in a steel-dependent company in the weeks leading up to the president's announcement of tariffs on steel imports.,genuine,true,True,['trade'],34,True,1,1.0,11,2018-03-07T14:00:23,https://www.snopes.com/fact-check/carl-icahn-stock-steel-tariffs/,90919,94281,yes,yes,yes,yes,no,Rejected pair: misleading row is mainly about migration policy; tariffs are incidental rather than the central financial claim.,False,False,True,False,2,19,factors_audit_chunk_01_completed.csv
snopes_072,Snopes,misleading,The President of Mexico stopped migrant caravans heading to the U.S.-Mexico border in response to threats of tariffs from U.S. President-elect Donald Trump.,misleading,false,False,['trade'],23,True,1,1.0,11,2024-11-27T22:59:52,https://www.snopes.com/fact-check/mexican-president-stopped-migrant-caravans/,80430,83366,no,yes,yes,yes,no,Rejected pair: misleading row is mainly about migration policy; tariffs are incidental rather than the central financial claim.,False,False,True,False,2,19,factors_audit_chunk_01_completed.csv
snopes_086,Snopes,genuine,Con artists are circulating letters demanding the completion of fake IRS forms that would arm them with all the information necessary to steal the identities and empty the bank accounts of those who fall for this ruse,genuine,true,True,['banking'],37,False,0,0.0,10,2002-05-12T12:00:00,https://www.snopes.com/fact-check/form-of-theft/,98430,101898,yes,yes,yes,yes,no,"Rejected pair: misleading row concerns deletion of tweets after a tax report, not a substantive financial or economic claim.",False,False,False,True,2,20,factors_audit_chunk_01_completed.csv
snopes_086,Snopes,misleading,White House senior adviser Jared Kushner deleted all of his tweets in the wake of a New York Times report on U.S. President Donald Trump's income taxes.,misleading,false,False,"['tax', 'income']",27,False,0,0.0,10,2020-09-28T08:43:51,https://www.snopes.com/fact-check/jared-kushner-tweets-deleted/,87794,91010,no,yes,yes,yes,no,"Rejected pair: misleading row concerns deletion of tweets after a tax report, not a substantive financial or economic claim.",False,False,False,True,2,20,factors_audit_chunk_01_completed.csv
factcheckzw_003,FactCheckZW,genuine,"2025 is here and so is the tax man. Yes, ZIMRA is taxing anointing oil and merchandise sales by churches",genuine,true,True,['tax'],20,False,0,0.0,1,2025-01-02T10:59:00,https://factcheckzw.org/2025-is-here-and-so-is-the-tax-man-yes-zimra-is-taxing-anointing-oil-and-merchandise-sales-by-churches/,30775,29901,yes,yes,yes,no,no,Rejected pair: misleading row is a correction ('neither... contrary to claims') whose sentence meaning conflicts with the misleading label.,False,False,False,True,2,21,factors_audit_chunk_01_completed.csv
factcheckzw_003,FactCheckZW,misleading,Zimbabwe is neither the most literate state nor the country with the fastest GDP growth - contrary to VP Chiwenga's claims,misleading,false,False,['macroeconomy'],21,False,0,0.0,1,2023-07-26T09:53:00,https://factcheckzw.org/zimbabwe-is-neither-the-most-literate-state-nor-the-country-with-the-fastest-gdp-growth-contrary-to-vp-chiwengas-claims/,30639,29764,yes,no,yes,no,no,Rejected pair: misleading row is a correction ('neither... contrary to claims') whose sentence meaning conflicts with the misleading label.,False,False,False,True,2,21,factors_audit_chunk_01_completed.csv
grass_fact_check_027,Grass Fact Check,genuine,"""We are a number one in terms of budget transparency""",genuine,true,True,['budget'],10,False,0,0.0,1,2022-06-20T00:00:00,https://factcheck.ge/en/story/40886--we-are-a-number-one-in-terms-of-budget-transparency,44215,44388,yes,yes,no,yes,no,"Rejected pair: genuine row uses an unidentified first-person plural ('we'), so it is not standalone.",False,False,False,True,2,23,factors_audit_chunk_01_completed.csv
grass_fact_check_027,Grass Fact Check,misleading,"""Pensions in fact dropped nearly to the 2012 figure""",misleading,false,False,['pension'],9,False,0,0.0,1,2020-06-08T00:00:00,https://factcheck.ge/en/story/38488--pensions-in-fact-dropped-nearly-to-the-2012-figure,43993,44165,yes,yes,yes,yes,no,"Rejected pair: genuine row uses an unidentified first-person plural ('we'), so it is not standalone.",False,False,False,True,2,23,factors_audit_chunk_01_completed.csv
snopes_083,Snopes,genuine,"The White House updated its list of ""Trump Administration Accomplishments"" on its website for January 2021. These include ""the world's most prosperous economy,"" before ""the China Virus invaded our shores.""",genuine,true,True,['macroeconomy'],30,False,0,0.0,1,2021-01-18T13:58:08,https://www.snopes.com/fact-check/white-house-trump-accomplishments/,87078,90279,no,yes,yes,yes,no,"Rejected pair: genuine row is about what appeared on a White House webpage, not a direct economic proposition.",False,False,False,True,2,24,factors_audit_chunk_01_completed.csv
snopes_083,Snopes,misleading,"Congress has eliminated the child tax credit, the earned income tax credit , and mortgage deductions from the tax code under pressure from lobby groups and the Koch brothers",misleading,false,False,"['tax', 'income', 'interest_mortgage']",29,False,0,0.0,1,2014-11-13T20:16:44,https://www.snopes.com/fact-check/koch-druthers/,95453,98897,yes,yes,yes,yes,no,"Rejected pair: genuine row is about what appeared on a White House webpage, not a direct economic proposition.",False,False,False,True,2,24,factors_audit_chunk_01_completed.csv
snopes_084,Snopes,genuine,A graphic shows a Fox News chart correlating the stock market's performance with the aftermath of the beating and deaths of black men.,genuine,true,True,['markets'],23,False,0,0.0,1,2020-06-07T15:55:00,https://www.snopes.com/fact-check/fox-news-stock-death/,88192,91431,no,yes,yes,yes,no,Rejected pair: genuine row is an image/chart-authenticity claim rather than a substantive stock-market claim.,False,False,False,True,2,25,factors_audit_chunk_01_completed.csv
snopes_084,Snopes,misleading,Members of Congress can receive lavish pensions after only one term in office and are not required to contribute to the Social Security fund.,misleading,false,False,['pension'],24,False,0,0.0,1,2001-07-30T02:02:30,https://www.snopes.com/fact-check/congressional-pensions/,83915,87017,yes,yes,yes,yes,no,Rejected pair: genuine row is an image/chart-authenticity claim rather than a substantive stock-market claim.,False,False,False,True,2,25,factors_audit_chunk_01_completed.csv
snopes_085,Snopes,genuine,"Warren Buffett quipped that he could end the deficit by passing ""a law that says anytime there is a deficit of more than 3% of GDP, all sitting members of Congress are ineligible for re-election.",genuine,true,True,"['deficit', 'macroeconomy']",35,False,0,0.0,1,2011-10-23T19:04:24,https://www.snopes.com/fact-check/hometown-buffett/,96393,99851,yes,yes,yes,yes,no,Rejected pair: misleading row is primarily a legal/revenge allegation; foreclosure is incidental.,False,False,False,True,2,26,factors_audit_chunk_01_completed.csv
snopes_085,Snopes,misleading,"In a 1996 foreclosure case, Judge Martha Kavanaugh ruled against Ralph and Paula Blasey, thus providing motive for revenge for their daughter Christine against Judge Kavanaugh's son Brett, a Supreme Court nominee in 2018.",misleading,false,False,['financial_distress'],34,False,0,0.0,1,2018-09-17T16:03:32,https://www.snopes.com/fact-check/brett-kavanaugh-foreclosure-accuser-parents/,90182,93527,no,yes,yes,yes,no,Rejected pair: misleading row is primarily a legal/revenge allegation; foreclosure is incidental.,False,False,False,True,2,26,factors_audit_chunk_01_completed.csv
factcheckzw_002,FactCheckZW,genuine,"Dollar 6.0: yes, the ZiG is Zimbabwe's 6th attempt to renew local currency",genuine,true,True,['currency'],13,False,0,0.0,0,2024-04-23T11:16:43,https://factcheckzw.org/dollar-6-0-yes-the-zig-is-zimbabwes-6th-attempt-to-renew-local-currency/,30750,29876,yes,yes,yes,no,no,"Rejected pair: misleading row is written as a correction ('reports... are misleading'), so its sentence meaning conflicts with the misleading label.",False,False,False,True,2,27,factors_audit_chunk_01_completed.csv
factcheckzw_002,FactCheckZW,misleading,Reports claiming that Zimbabwe has banned the export of all lithium are misleading,misleading,false,False,['trade'],13,False,0,0.0,0,2023-01-06T06:29:09,https://factcheckzw.org/reports-claiming-that-zimbabwe-has-banned-the-export-of-all-lithium-are-misleading/,30679,29804,yes,no,yes,no,no,"Rejected pair: misleading row is written as a correction ('reports... are misleading'), so its sentence meaning conflicts with the misleading label.",False,False,False,True,2,27,factors_audit_chunk_01_completed.csv
politifact_197,PolitiFact,genuine,"At the 50 Milwaukee schools serving ""at least 80% African-American and at least 80% low income"" students, the reading proficiency is 8%.",genuine,true,True,['income'],22,False,0,0.0,0,2014-12-05T00:00:00,https://www.politifact.com/factchecks/2014/dec/05/alberta-darling/alberta-darling-says-reading-proficiency-8-50-low-/,65753,68250,no,yes,yes,yes,no,Rejected pair: genuine row is mainly an education-outcome claim where income is only a demographic qualifier; misleading row is a video/scam-provenance claim.,False,False,False,True,2,30,factors_audit_chunk_01_completed.csv
politifact_197,PolitiFact,misleading,"Video shows Elon Musk ""urging everyone in the UK to take advantage of this great opportunity before the big banks close completely.""",misleading,false,False,['banking'],22,False,0,0.0,0,2023-07-12T00:00:00,https://www.politifact.com/factchecks/2023/jul/12/viral-image/tesla-shareholder-meeting-video-altered-to-misrepr/,59074,61364,no,yes,yes,yes,no,Rejected pair: genuine row is mainly an education-outcome claim where income is only a demographic qualifier; misleading row is a video/scam-provenance claim.,False,False,False,True,2,30,factors_audit_chunk_01_completed.csv
snopes_078,Snopes,genuine,"A picture shows a person holding a ""Sacrifice the Weak"" sign at a rally urging the state of Tennessee to re-start its economy amid COVID-19 lockdown orders.",genuine,true,True,['macroeconomy'],27,False,0,0.0,0,2020-04-24T16:42:50,https://www.snopes.com/fact-check/sacrifice-the-weak-sign-real/,88363,91608,no,yes,yes,yes,no,Rejected pair: genuine row is an image/protest claim; the economy is only the rally context.,False,False,False,True,2,34,factors_audit_chunk_01_completed.csv
snopes_078,Snopes,misleading,"Donald Trump paid off the mortgage of Jonathan Diller, an NYPD police officer who was killed in the line of duty, to support his widow and son.",misleading,false,False,['interest_mortgage'],27,False,0,0.0,0,2024-04-02T00:40:34,https://www.snopes.com/fact-check/trump-pay-diller-mortgage/,81559,84572,yes,yes,yes,yes,no,Rejected pair: genuine row is an image/protest claim; the economy is only the rally context.,False,False,False,True,2,34,factors_audit_chunk_01_completed.csv
snopes_080,Snopes,genuine,"If Democrats gain a majority in the House of Representatives, Maxine Waters could become chair of a committee that has the power to subpoena President Trump's bank records.",genuine,true,True,['banking'],28,False,0,0.0,0,2018-07-02T14:06:34,https://www.snopes.com/fact-check/maxine-waters-subpoena-trump/,90479,93830,no,yes,yes,yes,no,Rejected pair: genuine row is mainly a legal/political subpoena claim and misleading row is an etymology claim; neither is primarily financial.,False,False,False,True,2,36,factors_audit_chunk_01_completed.csv
snopes_080,Snopes,misleading,"The phrase ""a shot of whiskey"" originated in the Old West, as a single bullet was worth roughly the same as the drink and often substituted for currency.",misleading,false,False,['currency'],28,False,0,0.0,0,2017-10-14T15:39:34,https://www.snopes.com/fact-check/shot-whiskey-origin/,91464,94838,no,yes,yes,yes,no,Rejected pair: genuine row is mainly a legal/political subpoena claim and misleading row is an etymology claim; neither is primarily financial.,False,False,False,True,2,36,factors_audit_chunk_01_completed.csv
snopes_081,Snopes,genuine,"Economist Paul Krugman wrote that by 2005, it would become clear that the Internet's effect on the economy is no greater than the fax machine's.",genuine,true,True,['macroeconomy'],25,False,0,0.0,0,2018-06-07T12:19:03,https://www.snopes.com/fact-check/paul-krugman-internets-effect-economy/,90572,93925,yes,yes,yes,yes,no,"Rejected pair: misleading row is an election-registration claim; Social Security is the reporting agency, not the financial topic.",False,False,False,True,2,37,factors_audit_chunk_01_completed.csv
