matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes
politifact_058,PolitiFact,genuine,"Says his transportation plan ""would make Virginia the first state in the nation to eliminate the state tax on gasoline.""",genuine,true,true,['tax'],20,True,1,1.0,0,2013-01-10T00:00:00,https://www.politifact.com/factchecks/2013/jan/10/bob-mcdonnell/mcdonnell-says-his-roads-plan-would-make-virginia-/,67727,70226,,,,,,
politifact_058,PolitiFact,misleading,"Says Eric Trump said, ""My father's tax return is irrelevant because we're going to cancel taxes for WEALTHY people anyway.""",misleading,pants-fire,false,['tax'],20,True,1,1.0,0,2017-04-26T00:00:00,https://www.politifact.com/factchecks/2017/apr/26/democraticmomscom/fake-news-story-claims-eric-trump-said-donald-trum/,73070,75582,,,,,,
politifact_141,PolitiFact,genuine,"Says ending the direct payment farm subsidy program ""could save up to $28.4 billion over ten years that could be used to reduce the deficit.""",genuine,true,true,['deficit'],25,True,1,1.0,2,2013-02-01T00:00:00,https://www.politifact.com/factchecks/2013/feb/01/earl-blumenauer/rep-earl-blumenauer-says-cutting-direct-subsidies-/,67663,70162,,,,,,
politifact_141,PolitiFact,misleading,"""Only in Washington can you cut funding, add a pay-for to a new spending measure, and they say it's terrible for the deficit.""",misleading,false,false,['deficit'],23,True,1,1.0,2,2023-11-07T00:00:00,https://www.politifact.com/factchecks/2023/nov/07/mike-johnson/can-the-federal-government-spend-less-yet-still-se/,77813,80522,,,,,,
grass_fact_check_024,Grass Fact Check,genuine,Wine export in 2017 was quite voluminous and exceeded 76 million bottles,genuine,true,true,['trade'],12,False,0,0.0,0,2018-07-30T00:00:00,https://factcheck.ge/en/story/36698-wine-export-in-2017-was-quite-voluminous-and-exceeded-76-million-bottles,43880,44052,,,,,,
grass_fact_check_024,Grass Fact Check,misleading,"The increase in investment, including its ratio to the GDP, is unprecedented.",misleading,false,false,['macroeconomy'],12,False,0,0.0,0,2024-10-14T00:00:00,https://factcheck.ge/en/story/43269-the-increase-in-investment-including-its-ratio-to-the-gdp-is-unprecedented,44422,44599,,,,,,
politifact_083,PolitiFact,genuine,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.""",genuine,true,true,['tax'],20,True,1,1.0,0,2011-10-21T00:00:00,https://www.politifact.com/factchecks/2011/oct/21/barack-obama/obama-says-his-payroll-tax-cut-would-mean-1500-you/,70118,72619,,,,,,
politifact_083,PolitiFact,misleading,"""Biden slipped up and came out saying he's going to tax your 401k. Are any of you EVEN paying attention?""",misleading,false,false,['tax'],20,True,1,1.0,0,2020-10-25T00:00:00,https://www.politifact.com/factchecks/2020/oct/25/facebook-posts/bidens-tax-plan-wont-tax-401k-accounts/,75353,77943,,,,,,
politifact_169,PolitiFact,genuine,"""Women in Oregon are paid 79 cents for every dollar paid to men. If the wage gap was eliminated, a working woman in Oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.""",genuine,true,true,['employment'],48,True,1,1.0,8,2014-04-10T00:00:00,https://www.politifact.com/factchecks/2014/apr/10/national-partnership-women-families/would-eliminating-pay-gap-oregon-let-women-buy-287/,66499,68996,,,,,,
politifact_169,PolitiFact,misleading,"Says Oregon's high minimum wage is the reason why ""by 2011, Oregon's restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the state's minimum wage began rising above the federal level in 1997.""",misleading,false,false,['employment'],40,True,1,1.0,8,2013-04-13T00:00:00,https://www.politifact.com/factchecks/2013/apr/13/melvin-sickler/has-oregons-higher-minimum-wage-hurt-our-restauran/,67467,69965,,,,,,
factcheckzw_002,FactCheckZW,genuine,"Dollar 6.0: yes, the ZiG is Zimbabwe's 6th attempt to renew local currency",genuine,true,true,['currency'],13,False,0,0.0,0,2024-04-23T11:16:43,https://factcheckzw.org/dollar-6-0-yes-the-zig-is-zimbabwes-6th-attempt-to-renew-local-currency/,30750,29876,,,,,,
factcheckzw_002,FactCheckZW,misleading,Reports claiming that Zimbabwe has banned the export of all lithium are misleading,misleading,false,false,['trade'],13,False,0,0.0,0,2023-01-06T06:29:09,https://factcheckzw.org/reports-claiming-that-zimbabwe-has-banned-the-export-of-all-lithium-are-misleading/,30679,29804,,,,,,
africa_check_020,Africa Check,genuine,"""The office of the governor of Nairobi was awarded the first International Finance Corporation World Bank edge certification to be the first green government building in Africa""",genuine,correct,true,['banking'],27,True,1,1.0,3,2024-09-26T00:00:00,https://africacheck.org/fact-checks/reports/nairobi-governor-johnson-sakaja-paints-rosy-picture-his-two-years-office-we,21388,19489,,,,,,
africa_check_020,Africa Check,misleading,"While the country's main bank would want to protect Nigerians from bank account fraud, a guide purporting to be from it is more likely to get the faithful into trouble.",misleading,false,false,['banking'],30,True,1,1.0,3,2023-06-15T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-guide-against-bank-account-hackers-not-nigerias,20204,18290,,,,,,
politifact_120,PolitiFact,genuine,Says six of the state's 58 family planning centers had to close because of Gov. Chris Christie's budget cuts.,genuine,true,true,['budget'],19,True,1,1.0,1,2011-06-10T00:00:00,https://www.politifact.com/factchecks/2011/jun/10/loretta-weinberg/state-sen-loretta-weinberg-says-6-new-jerseys-58-f/,69652,72153,,,,,,
politifact_120,PolitiFact,misleading,"Says he's ""never asked for more"" than inflationary budget increases in his 10 budgets as Milwaukee County sheriff",misleading,false,false,['budget'],18,True,1,1.0,1,2011-10-16T00:00:00,https://www.politifact.com/factchecks/2011/oct/16/david-clarke-jr/clarke-says-hes-never-asked-more-inflationary-incr/,69213,71714,,,,,,
grass_fact_check_021,Grass Fact Check,genuine,"Of the USD 3.5 billion deficit in trade, USD 2 billion is covered by tourism revenues",genuine,true,true,"['deficit', 'company_finance']",16,True,1,0.5,10,2018-12-09T00:00:00,https://factcheck.ge/en/story/37703-of-the-usd-3-5-billion-deficit-in-trade-usd-2-billion-is-covered-by-tourism-revenues#439,43875,44047,,,,,,
grass_fact_check_021,Grass Fact Check,misleading,"Mamuka Bakhtadze: In the course of this year, the current account deficit decreased from 13% to 4.5% which is an unprecedented success all over the world",misleading,lie,false,['deficit'],26,True,1,0.5,10,2019-10-16T00:00:00,https://factcheck.ge/en/story/38231-mamuka-bakhtadze-in-the-course-of-this-year-the-current-account-deficit-decreased-from-13-to-4-5-estimate-for-2019-which-is-an-unprecedented-success-all-over-the-world,43648,43820,,,,,,
politifact_200,PolitiFact,genuine,"""There will be several thousand dollars in payments going to families with six-figure incomes who've had no income interruption whatsoever.""",genuine,true,true,['income'],20,False,0,0.0,0,2021-01-21T00:00:00,https://www.politifact.com/factchecks/2021/jan/21/pat-toomey/fact-checking-pat-toomeys-claim-families-six-figur/,75574,78166,,,,,,
politifact_200,PolitiFact,misleading,"""The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.""",misleading,false,false,['banking'],20,False,0,0.0,0,2022-05-02T00:00:00,https://www.politifact.com/factchecks/2022/may/02/facebook-posts/no-proof-ukraine-president-zelenskyy-owns-35-milli/,59789,62116,,,,,,
politifact_146,PolitiFact,genuine,"The federal government is spending $46,000 a year per family and could balance its budget by dropping that to $30,000.",genuine,true,true,['budget'],20,True,1,1.0,2,2011-09-28T00:00:00,https://www.politifact.com/factchecks/2011/sep/28/mark-neumann/mark-neumann-says-federal-government-spends-46000-/,69265,71766,,,,,,
politifact_146,PolitiFact,misleading,"Says the U.S. Senate has passed ""a budget"" over the last three years ""called the Budget Control Act.""",misleading,false,false,['budget'],18,True,1,1.0,2,2012-10-14T00:00:00,https://www.politifact.com/factchecks/2012/oct/14/robert-menendez/us-sen-robert-menendez-says-budget-control-act-fed/,70820,73321,,,,,,
grass_fact_check_027,Grass Fact Check,genuine,"""We are a number one in terms of budget transparency""",genuine,true,true,['budget'],10,False,0,0.0,1,2022-06-20T00:00:00,https://factcheck.ge/en/story/40886--we-are-a-number-one-in-terms-of-budget-transparency,44215,44388,,,,,,
grass_fact_check_027,Grass Fact Check,misleading,"""Pensions in fact dropped nearly to the 2012 figure""",misleading,false,false,['pension'],9,False,0,0.0,1,2020-06-08T00:00:00,https://factcheck.ge/en/story/38488--pensions-in-fact-dropped-nearly-to-the-2012-figure,43993,44165,,,,,,
africa_check_013,Africa Check,genuine,"""The economy has expanded over the past 30 years.""",genuine,correct,true,['macroeconomy'],9,True,1,1.0,0,2024-01-23T00:00:00,https://africacheck.org/fact-checks/reports/fact-checking-ancs-january-8th-claims-about-progress-and-what-party-said,20757,18852,,,,,,
africa_check_013,Africa Check,misleading,Nairobi accounts for 45% of Kenya's gross domestic product,misleading,incorrect,false,['macroeconomy'],9,True,1,1.0,0,2019-08-20T00:00:00,https://africacheck.org/fact-checks/reports/nairobi-produces-fifth-kenyas-gdp-not-45-guardian-claimed,16721,14736,,,,,,
politifact_127,PolitiFact,genuine,"""Even if you took literally every single ounce of platinum in the world, it still wouldn't add up to enough needed to pay down our nation's debt.""",genuine,true,true,['debt'],27,True,1,1.0,1,2013-01-14T00:00:00,https://www.politifact.com/factchecks/2013/jan/14/national-republican-congressional-committee/nrcc-compares-nations-debt-all-words-platinum-take/,70923,73424,,,,,,
politifact_127,PolitiFact,misleading,"Says President Barack Obama's debt commission recommended converting Medicare ""to a system where Medicare participants are given a voucher to purchase insurance in the private market.""",misleading,false,false,['debt'],26,True,1,1.0,1,2011-05-10T00:00:00,https://www.politifact.com/factchecks/2011/may/10/tom-petri/wisconsin-gop-rep-petri-says-obama-commission-reco/,69782,72283,,,,,,
snopes_054,Snopes,genuine,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,genuine,true,true,['loan'],12,True,1,1.0,2,2020-12-23T12:50:10,https://www.snopes.com/fact-check/osteen-coronavirus-loan/,87267,90469,,,,,,
snopes_054,Snopes,misleading,"Colorado Rep. Lauren Boebert's restaurant received a $233,000 PPP loan.",misleading,false,false,['loan'],10,True,1,1.0,2,2021-07-12T07:59:36,https://www.snopes.com/fact-check/boebert-ppp-loan/,85871,89045,,,,,,
snopes_038,Snopes,genuine,"During former U.S. President Donald Trump's presidency, 15 U.S. banks failed.",genuine,true,true,['banking'],11,True,1,1.0,1,2023-03-13T19:58:04,https://www.snopes.com/fact-check/15-banks-failed-trumps-presidency/,83074,86143,,,,,,
snopes_038,Snopes,misleading,The Clinton Foundation suddenly transferred $1.8 billion to a bank in Qatar.,misleading,false,false,['banking'],12,True,1,1.0,1,2016-10-24T12:48:59,https://www.snopes.com/fact-check/clinton-moves-billions-to-qatar/,93053,96450,,,,,,
politifact_034,PolitiFact,genuine,"Rescinding the Deferred Action for Childhood Arrivals program ""will harm our economy.""",genuine,true,true,['macroeconomy'],12,True,1,1.0,0,2017-09-10T00:00:00,https://www.politifact.com/factchecks/2017/sep/10/louise-slaughter/would-trumps-decision-daca-hurt-new-yorks-economy/,63355,65837,,,,,,
politifact_034,PolitiFact,misleading,"Agriculture ""is still the No. 1 sector of the economy"" in Georgia.",misleading,false,false,['macroeconomy'],12,True,1,1.0,0,2022-05-19T00:00:00,https://www.politifact.com/factchecks/2022/may/19/gary-black/georgia-gop-candidate-gets-it-wrong-agricultures-f/,59752,62078,,,,,,
politifact_159,PolitiFact,genuine,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",genuine,true,true,['employment'],20,True,1,1.0,4,2012-07-17T00:00:00,https://www.politifact.com/factchecks/2012/jul/17/paul-ryan/paul-ryan-says-unemployment-would-be-11-percent-sa/,68300,70800,,,,,,
politifact_159,PolitiFact,misleading,"During his time as House speaker, ""unemployment came down from 5.6 percent to under 4 .""",misleading,false,false,['employment'],16,True,1,1.0,4,2011-05-12T00:00:00,https://www.politifact.com/factchecks/2011/may/12/newt-gingrich/gingrich-unemployment-rate-claim-target/,69824,72325,,,,,,
snopes_082,Snopes,genuine,Accused Fort Hood shooter Nidal Malik Hasan has continued to draw his salary while awaiting trial,genuine,true,true,['employment'],16,False,0,0.0,0,2013-05-21T12:00:00,https://www.snopes.com/fact-check/hazard-pay/,96013,99464,,,,,,
snopes_082,Snopes,misleading,"As of October 2017, Ireland plans to reduce its rate of corporation tax to 8 percent.",misleading,false,false,['tax'],16,False,0,0.0,0,2017-10-17T14:08:58,https://www.snopes.com/fact-check/trump-ireland-tax/,84498,87614,,,,,,
snopes_078,Snopes,genuine,"A picture shows a person holding a ""Sacrifice the Weak"" sign at a rally urging the state of Tennessee to re-start its economy amid COVID-19 lockdown orders.",genuine,true,true,['macroeconomy'],27,False,0,0.0,0,2020-04-24T16:42:50,https://www.snopes.com/fact-check/sacrifice-the-weak-sign-real/,88363,91608,,,,,,
snopes_078,Snopes,misleading,"Donald Trump paid off the mortgage of Jonathan Diller, an NYPD police officer who was killed in the line of duty, to support his widow and son.",misleading,false,false,['interest_mortgage'],27,False,0,0.0,0,2024-04-02T00:40:34,https://www.snopes.com/fact-check/trump-pay-diller-mortgage/,81559,84572,,,,,,
grass_fact_check_008,Grass Fact Check,genuine,"This year, wine export to the USA increased by 126%, to China by 27%, to Poland by 18% and to France by 91%",genuine,true,true,['trade'],23,True,1,1.0,2,2019-07-19T00:00:00,https://factcheck.ge/en/story/38159-this-year-wine-export-to-the-usa-increased-by-126-to-china-by-27-to-poland-by-18-and-to-france-by-91,43655,43827,,,,,,
grass_fact_check_008,Grass Fact Check,misleading,"""In 2022, EU member states increased import from Russia more than Georgia did. The EU has an animated trade with Russia.""",misleading,false,false,['trade'],21,True,1,1.0,2,2023-01-30T00:00:00,https://factcheck.ge/en/story/41597--in-2022-eu-member-states-increased-import-from-russia-more-than-georgia-did-the-eu-has-an-animated-trade-with-russia,44380,44557,,,,,,
politifact_026,PolitiFact,genuine,"""Studies show at the minimum wage, you can't rent a two-bedroom apartment anywhere in the United States...a modest, two-bedroom apartment.""",genuine,true,true,['employment'],20,True,1,1.0,0,2019-07-30T00:00:00,https://www.politifact.com/factchecks/2019/jul/30/bobby-scott/scotts-right-modest-two-bedroom-apartments-not-aff/,61941,64372,,,,,,
politifact_026,PolitiFact,misleading,"Says congressional salaries have gone up 231% over the last 30 years...Now Congress is saying they need a $4,500 raise.",misleading,false,false,['employment'],20,True,1,1.0,0,2019-08-07T00:00:00,https://www.politifact.com/factchecks/2019/aug/07/facebook-posts/no-congressional-salaries-have-not-gone-231-over-l/,61921,64349,,,,,,
politifact_074,PolitiFact,genuine,"Says Joe Biden said Jon Corzine is ""the smartest guy that I know, in terms of the economy and on finance, I really mean this.""",genuine,true,true,['macroeconomy'],25,True,1,1.0,0,2011-12-22T00:00:00,https://www.politifact.com/factchecks/2011/dec/22/national-republican-congressional-committee/congressional-republican-group-claims-joe-biden-sa/,68999,71500,,,,,,
politifact_074,PolitiFact,misleading,"""Watch those GDP numbers. We started off at a very low number, and right now we hit a 3.2 . Nobody thought that was possible.""",misleading,false,false,['macroeconomy'],25,True,1,1.0,0,2018-07-02T00:00:00,https://www.politifact.com/factchecks/2018/jul/02/donald-trump/donald-trump-base-describing-gdp-growth-his-watch/,62770,65241,,,,,,
snopes_010,Snopes,genuine,Republicans aligned with the U.S. House Freedom Caucus were advocating a 30% sales tax in early 2023.,genuine,true,true,['tax'],17,True,1,1.0,0,2023-01-21T00:46:58,https://www.snopes.com/fact-check/freedom-caucus-30-percent-sales-tax/,83270,86349,,,,,,
snopes_010,Snopes,misleading,Non-citizens don't pay taxes but are eligible for federal educational assistance programs not available to U.S. citizens.,misleading,false,false,['tax'],17,True,1,1.0,0,2008-01-04T17:16:36,https://www.snopes.com/fact-check/pell-grants/,97192,100655,,,,,,
politifact_010,PolitiFact,genuine,"Joe Biden's $36 billion for a union pension fund is ""the largest private pension bailout in American history.""",genuine,true,true,"['pension', 'financial_distress']",18,True,2,1.0,5,2022-12-14T00:00:00,https://www.politifact.com/factchecks/2022/dec/14/kevin-brady/bidens-36-billion-to-save-teamsters-fund-from-inso/,77142,79804,,,,,,
politifact_010,PolitiFact,misleading,"As written, the bill includes a bailout of Chicago's broken teacher pension system.",misleading,false,false,"['pension', 'financial_distress']",13,True,2,1.0,5,2017-08-01T00:00:00,https://www.politifact.com/factchecks/2017/aug/01/bruce-rauner/rauners-chicago-schools-bailout-claim-rooted-polit/,63415,65898,,,,,,
dubawa_003,Dubawa,genuine,Peter Obi increased Anambra's Internally Generated Revenue by only N1 billion within eight years in governance.,genuine,true,true,['company_finance'],16,True,1,1.0,0,2023-01-06T09:19:56,https://dubawa.org/fact-checking-claims-on-igr-performance-in-anambra-kaduna-under-obi-el-rufai/,29769,28878,,,,,,
dubawa_003,Dubawa,misleading,President Buhari claims that NNPC's N287 billion naira 2020 profit is the first in 44 years.,misleading,false,false,['company_finance'],16,True,1,1.0,0,2021-09-06T15:48:27,https://dubawa.org/nnpcs-n287-billion-jinx-breaking-2020-profit-is-not-first-in-44-years-as-announced-by-president-buhari/,30053,29170,,,,,,
politifact_148,PolitiFact,genuine,"President Obama budget request for veterans is ""more than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third.""",genuine,true,true,['budget'],27,True,1,1.0,2,2012-06-04T00:00:00,https://www.politifact.com/factchecks/2012/jun/04/jim-webb/jim-webb-says-veteran-funding-has-risen-dramatical/,70551,73052,,,,,,
politifact_148,PolitiFact,misleading,"Says, ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state's budget.""",misleading,false,false,['budget'],25,True,1,1.0,2,2012-06-26T00:00:00,https://www.politifact.com/factchecks/2012/jun/26/shawn-lindsay/does-salem-traditionally-wait-until-money-almost-g/,70586,73087,,,,,,
politifact_140,PolitiFact,genuine,Wisconsin is below the national average in wage growth and job growth.,genuine,true,true,['employment'],12,True,1,1.0,2,2014-11-28T00:00:00,https://www.politifact.com/factchecks/2014/nov/28/chuck-todd/under-scott-walker-wisconsin-lags-us-wage-job-grow/,65783,68280,,,,,,
politifact_140,PolitiFact,misleading,"""You can't actually use ARPA funds"" to pay down state unemployment insurance fund deficits.",misleading,false,false,['employment'],14,True,1,1.0,2,2021-07-30T00:00:00,https://www.politifact.com/factchecks/2021/jul/30/jb-pritzker/states-can-use-arpa-money-replenish-unemployment-f/,76017,78627,,,,,,
politifact_040,PolitiFact,genuine,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,genuine,true,true,['tax'],18,True,1,1.0,0,2016-09-23T00:00:00,https://www.politifact.com/factchecks/2016/sep/23/paul-bettencourt/paul-bettencourt-says-voting-threshold-he-champion/,64135,66624,,,,,,
politifact_040,PolitiFact,misleading,"Says the estate tax, ""in many cases,"" forces family farmers and small businesses owners to sell their holdings.",misleading,false,false,['tax'],18,True,1,1.0,0,2015-05-03T00:00:00,https://www.politifact.com/factchecks/2015/may/03/robert-hurt/hurt-amiss-linking-estate-tax-small-farm-businesse/,65442,67936,,,,,,
politifact_023,PolitiFact,genuine,"Before COVID-19, ""Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.""",genuine,true,true,['employment'],27,True,1,1.0,0,2020-04-14T00:00:00,https://www.politifact.com/factchecks/2020/apr/14/jack-whitver/iowa-had-strong-job-market-when-it-came-having-job/,61427,63829,,,,,,
politifact_023,PolitiFact,misleading,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",misleading,false,false,['employment'],27,True,1,1.0,0,2020-10-20T00:00:00,https://www.politifact.com/factchecks/2020/oct/20/mike-pence/pence-uses-outdated-numbers-tout-wisconsin-job-gai/,60934,63315,,,,,,
politifact_194,PolitiFact,genuine,"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.""",genuine,true,true,['income'],20,True,1,0.3333333333333333,2,2020-07-22T00:00:00,https://www.politifact.com/factchecks/2020/jul/22/mike-gallagher/yes-average-american-family-pays-more-hospital-exp/,75044,77618,,,,,,
politifact_194,PolitiFact,misleading,"The North Carolina state budget includes ""the largest cut in our personal income tax that we've ever seen.""",misleading,false,false,"['tax', 'budget', 'income']",18,True,1,0.3333333333333333,2,2023-10-09T00:00:00,https://www.politifact.com/factchecks/2023/oct/09/tricia-cotham/cotham-falsely-says-nc-budget-includes-largest-eve/,77744,80444,,,,,,
politifact_095,PolitiFact,genuine,"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",genuine,true,true,['tax'],15,True,1,1.0,0,2015-11-09T00:00:00,https://www.politifact.com/factchecks/2015/nov/09/florida-democratic-party/rubio-spent-tax-money-renovate-florida-house-state/,72195,74699,,,,,,
politifact_095,PolitiFact,misleading,"""Obamacare is . . . the largest tax increase in the history of the world.""",misleading,pants-fire,false,['tax'],15,True,1,1.0,0,2012-06-28T00:00:00,https://www.politifact.com/factchecks/2012/jun/28/rush-limbaugh/health-care-law-not-largest-tax-increase-us-histor/,68349,70850,,,,,,
politifact_091,PolitiFact,genuine,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",genuine,true,true,['macroeconomy'],13,True,1,1.0,0,2015-07-06T00:00:00,https://www.politifact.com/factchecks/2015/jul/06/paul-krugman/yep-greece-and-miami-metro-have-about-same-gdp/,72024,74528,,,,,,
politifact_091,PolitiFact,misleading,"Says the California congressional district he represents ""has a higher GDP than Russia.""",misleading,false,false,['macroeconomy'],13,True,1,1.0,0,2019-12-20T00:00:00,https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,74434,76983,,,,,,
politifact_178,PolitiFact,genuine,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA""",genuine,true,true,['trade'],16,True,1,1.0,29,2019-09-17T00:00:00,https://www.politifact.com/factchecks/2019/sep/17/roy-blunt/report-backs-blunt-claim-2-billion-increase-trade-/,74288,76829,,,,,,
politifact_178,PolitiFact,misleading,"""We're going to be looking at $8 billion a day that we're going to be pouring into foreign countries in order to import that make-up fuel that we're going to need to take the place of what we could have gotten out of the gulf.""",misleading,pants-fire,false,['trade'],45,True,1,1.0,29,2011-06-03T00:00:00,https://www.politifact.com/factchecks/2011/jun/03/sarah-palin/palin-claims-loss-gulf-oil-production-gulf-will-co/,69711,72212,,,,,,
politifact_031,PolitiFact,genuine,"California's prisons budget in 1970 ""was about 3 percent of the general fund. Now, it's 8.9 percent, about $12 billion.""",genuine,true,true,['budget'],20,True,1,1.0,0,2018-01-25T00:00:00,https://www.politifact.com/factchecks/2018/jan/25/jerry-brown/has-rate-californias-prison-spending-nearly-triple/,63084,65563,,,,,,
politifact_031,PolitiFact,misleading,"Says Gov. Scott Walker made ""draconian cuts"" to public safety budgets that put police officers at ""greater risk of harm.""",misleading,false,false,['budget'],20,True,1,1.0,0,2012-06-03T00:00:00,https://www.politifact.com/factchecks/2012/jun/03/tom-barrett/tom-barrett-says-gov-scott-walkers-budget-made-dra/,70546,73047,,,,,,
