matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority,audit_chunk_file,previous_pair_id,organisation,audit_origin,pre_audited,article_id,binary_label_name,finance_term_count,verdict,claim_normalised,financial_matches_list,financial_match_set,origin_priority,pair_pre_audited_count,automatic_large_length_gap
round2_africa_check_017,Africa Check,misleading,"Suspects in Equity Bank robbery in Kisumu, Kenya, in 2021? No, still from CCTV footage of 2018 heist in Nigeria",misleading,false,false,['banking'],20,False,0,0.0,1,2021-12-13T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/suspects-equity-bank-robbery-kisumu-kenya-2021-no-still-cctv,18865,16928,,,,,,,False,,,True,3,8,,,Africa Check,reserve_unreviewed,no,4612.0,misleading,1.0,false,suspects in equity bank robbery in kisumu kenya in 2021 no still from cctv footage of 2018 heist in nigeria,['banking'],{'banking'},1,1,False
round2_grass_fact_check_008,Grass Fact Check,genuine,"""Despite banning advertising, gambling business revenue has increased.""",genuine,true,true,['company_finance'],8,False,0,0.0,1,2023-11-27T00:00:00,https://factcheck.ge/en/story/42400--despite-banning-advertising-gambling-business-revenue-has-increased,44482,44659,,,,,,,False,,,True,3,9,,,Grass Fact Check,reserve_unreviewed,no,26057.0,genuine,1.0,true,despite banning advertising gambling business revenue has increased,['company_finance'],{'company_finance'},1,1,False
round2_grass_fact_check_008,Grass Fact Check,misleading,"""Pensions in fact dropped nearly to the 2012 figure""",misleading,false,False,['pension'],9,False,0,0.0,1,2020-06-08T00:00:00,https://factcheck.ge/en/story/38488--pensions-in-fact-dropped-nearly-to-the-2012-figure,43993,44165,yes,yes,yes,yes,,"Rejected pair: genuine row uses an unidentified first-person plural ('we'), so it is not standalone.",False,False,False,True,2,9,factors_audit_chunk_01_completed.csv,grass_fact_check_027,Grass Fact Check,round1_individually_valid,yes,,,,,pensions in fact dropped nearly to the 2012 figure,['pension'],{'pension'},0,1,False
round2_africa_check_016,Africa Check,genuine,Zimbabwe continues to import electricity from South Africa,genuine,correct,True,['trade'],8,False,0,0.0,0,2018-09-26T00:00:00,https://africacheck.org/fact-checks/reports/yes-neighbourly-south-africa-helps-keep-zimbabwes-lights,16235,14240,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the misleading counterpart is not a clean claim.",False,False,False,True,2,10,factors_audit_chunk_02_completed.csv,africa_check_021,Africa Check,round1_individually_valid,yes,,,,,zimbabwe continues to import electricity from south africa,['trade'],{'trade'},0,1,False
round2_africa_check_016,Africa Check,misleading,SA's Budget 2013: Fact-checking the claims & counter-claims,misleading,fake,false,['budget'],8,False,0,0.0,0,2013-02-27T00:00:00,https://africacheck.org/fact-checks/reports/sas-budget-2013-fact-checking-claims-counter-claims,15517,13517,,,,,,,False,,,True,3,10,,,Africa Check,reserve_unreviewed,no,5804.0,misleading,1.0,fake,sa s budget 2013 fact checking the claims counter claims,['budget'],{'budget'},1,1,False
round2_grass_fact_check_004,Grass Fact Check,genuine,"""The budget expenses incurred in April were without particular deviations. There was a large nominal payment because of debt servicing.""",genuine,true,true,"['budget', 'debt']",20,False,0,0.0,0,2021-06-07T00:00:00,https://factcheck.ge/en/story/39585--the-budget-expenses-incurred-in-april-were-without-particular-deviations-there-was-a-large-nominal-payment-because-of-debt-servicing,44133,44305,,,,,,,False,,,True,3,11,,,Grass Fact Check,reserve_unreviewed,no,25629.0,genuine,2.0,true,the budget expenses incurred in april were without particular deviations there was a large nominal payment because of debt servicing,"['budget', 'debt']","{'budget', 'debt'}",1,1,False
round2_grass_fact_check_004,Grass Fact Check,misleading,"""Georgia surpasses six European Union member countries and all of the EU candidate countries in terms of gross national income.""",misleading,false,False,['income'],20,False,0,0.0,0,2024-07-30T00:00:00,https://factcheck.ge/en/story/43097--georgia-surpasses-six-european-union-member-countries-and-all-of-the-eu-candidate-countries-in-terms-of-gross-national-income,44436,44613,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the genuine counterpart is not standalone.",False,False,False,True,2,11,factors_audit_chunk_02_completed.csv,grass_fact_check_013,Grass Fact Check,round1_individually_valid,yes,,,,,georgia surpasses six european union member countries and all of the eu candidate countries in terms of gross national income,['income'],{'income'},0,1,False
round2_grass_fact_check_005,Grass Fact Check,genuine,"""Revenues from hazelnut exports in 2021 exceeded USD 115 million.""",genuine,true,true,"['company_finance', 'trade']",10,False,0,0.0,0,2022-05-10T00:00:00,https://factcheck.ge/en/story/40737--revenues-from-hazelnut-exports-in-2021-exceeded-usd-115-million,44236,44410,,,,,,,False,,,True,3,12,,,Grass Fact Check,reserve_unreviewed,no,25806.0,genuine,2.0,true,revenues from hazelnut exports in 2021 exceeded usd 115 million,"['company_finance', 'trade']","{'trade', 'company_finance'}",1,1,False
round2_grass_fact_check_005,Grass Fact Check,misleading,The unemployment rate in Georgia is at a historic high,misleading,lie,False,['employment'],10,False,0,0.0,0,2022-06-06T00:00:00,https://factcheck.ge/en/story/40822-the-unemployment-rate-in-georgia-is-at-a-historic-high,44205,44378,yes,yes,yes,yes,,Rejected pair: genuine claim is truncated mid-sentence and the pair has a 35-word length gap.,False,False,True,True,2,12,factors_audit_chunk_01_completed.csv,grass_fact_check_019,Grass Fact Check,round1_individually_valid,yes,,,,,the unemployment rate in georgia is at a historic high,['employment'],{'employment'},0,1,False
round2_grass_fact_check_006,Grass Fact Check,genuine,"""The board of the National Bank can nominate a candidate for the Presidency as soon as today.""",genuine,true,true,['banking'],17,False,0,0.0,0,2023-06-12T00:00:00,https://factcheck.ge/en/story/41971--the-board-of-the-national-bank-can-nominate-a-candidate-for-the-presidency-as-soon-as-today,44308,44484,,,,,,,False,,,True,3,13,,,Grass Fact Check,reserve_unreviewed,no,25993.0,genuine,1.0,true,the board of the national bank can nominate a candidate for the presidency as soon as today,['banking'],{'banking'},1,1,False
round2_grass_fact_check_006,Grass Fact Check,misleading,"""We are and we will be the leaders in the region in terms of GDP per capita""",misleading,lie,False,['macroeconomy'],17,False,0,0.0,0,2020-01-21T00:00:00,https://factcheck.ge/en/story/38312--we-georgia-are-and-we-will-be-the-leaders-in-the-region-in-terms-of-gdp-per-capita,43618,43790,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the genuine counterpart contains verdict-revealing framing.",False,False,False,True,2,13,factors_audit_chunk_04_completed.csv,grass_fact_check_006,Grass Fact Check,round1_individually_valid,yes,,,,,we are and we will be the leaders in the region in terms of gdp per capita,['macroeconomy'],{'macroeconomy'},0,1,False
round2_grass_fact_check_007,Grass Fact Check,genuine,"""Executive members of the National Bank's Board being in the majority contradicts the recommendation of the International Monetary Fund.""",genuine,true,true,['banking'],19,False,0,0.0,0,2023-02-27T00:00:00,https://factcheck.ge/en/story/41675--executive-members-of-the-national-bank-s-board-being-in-the-majority-contradicts-the-recommendation-of-the-international-monetary-fund,44366,44543,,,,,,,False,,,True,3,14,,,Grass Fact Check,reserve_unreviewed,no,25943.0,genuine,1.0,true,executive members of the national bank s board being in the majority contradicts the recommendation of the international monetary fund,['banking'],{'banking'},1,1,False
round2_grass_fact_check_007,Grass Fact Check,misleading,"""For the last two years, Georgia's economic growth exceeds 5% and this is the best performance in the region""",misleading,lie,False,['macroeconomy'],19,False,0,0.0,0,2020-02-12T00:00:00,https://factcheck.ge/en/story/38341--for-the-last-two-years-georgia-s-economic-growth-exceeds-5-and-this-is-the-best-performance-in-the-region,43626,43798,yes,yes,yes,yes,,Rejected pair: genuine claim is truncated mid-sentence and the pair has a 26-word length gap.,False,False,True,True,2,14,factors_audit_chunk_01_completed.csv,grass_fact_check_017,Grass Fact Check,round1_individually_valid,yes,,,,,for the last two years georgia s economic growth exceeds 5 and this is the best performance in the region,['macroeconomy'],{'macroeconomy'},0,1,False
round2_snopes_010,Snopes,genuine,Billionaire investor and former Trump adviser Carl Icahn sold off approximately $30 million worth of stock in a steel-dependent company in the weeks leading up to the president's announcement of tariffs on steel imports.,genuine,true,True,['trade'],34,True,1,0.5,24,2018-03-07T14:00:23,https://www.snopes.com/fact-check/carl-icahn-stock-steel-tariffs/,90919,94281,yes,yes,yes,yes,,Rejected pair: misleading row is mainly about migration policy; tariffs are incidental rather than the central financial claim.,False,False,True,False,2,15,factors_audit_chunk_01_completed.csv,snopes_072,Snopes,round1_individually_valid,yes,,,,,billionaire investor and former trump adviser carl icahn sold off approximately 30 million worth of stock in a steel dependent company in the weeks leading up to the president s announcement of tariffs on steel imports,['trade'],{'trade'},0,2,True
round2_snopes_010,Snopes,misleading,The U.S. has a global trade deficit of $800 billion.,misleading,false,False,"['deficit', 'trade']",10,True,1,0.5,24,2018-03-09T08:20:10,https://www.snopes.com/fact-check/is-the-u-s-global-trade-deficit-really-800-billion/,90927,94289,yes,yes,yes,yes,,"Rejected pair: genuine row contains the verdict cue 'accurately claimed', creating editorial/label framing.",False,False,True,False,2,15,factors_audit_chunk_01_completed.csv,snopes_003,Snopes,round1_individually_valid,yes,,,,,the u s has a global trade deficit of 800 billion,"['deficit', 'trade']","{'trade', 'deficit'}",0,2,True
round2_grass_fact_check_001,Grass Fact Check,genuine,"""According to the data of the third quarter, the unemployment rate dropped to a historic low of 15.6%. This is a better figure as compared to what we had prior to the pandemic.""",genuine,true,True,['employment'],33,True,1,1.0,17,2022-11-28T00:00:00,https://factcheck.ge/en/story/41422--according-to-the-data-of-the-third-quarter-the-unemployment-rate-dropped-to-a-historic-low-of-15-6-this-is-a-better-figure-as-compared-to-what-we-had-prior-to-the-pandemic,44415,44592,yes,yes,yes,yes,,"Rejected pair: misleading row refers to 'this wage' without supplying the antecedent, so it is not standalone.",False,False,False,False,2,16,factors_audit_chunk_01_completed.csv,grass_fact_check_014,Grass Fact Check,round1_individually_valid,yes,,,,,according to the data of the third quarter the unemployment rate dropped to a historic low of 15 6 this is a better figure as compared to what we had prior to the pandemic,['employment'],{'employment'},0,2,True
round2_grass_fact_check_001,Grass Fact Check,misleading,Georgia is obliged to introduce unemployment benefits before 2021. This is envisioned by the Association Agreement,misleading,lie,False,['employment'],16,True,1,1.0,17,2019-02-18T00:00:00,https://factcheck.ge/en/story/37983-georgia-is-obliged-to-introduce-unemployment-benefits-before-2021-this-is-envisioned-by-the-association-agreement,43711,43883,yes,yes,yes,yes,,Rejected pair: genuine quotation uses an unidentified first-person speaker and the pair has a 22-word length gap.,False,False,True,False,2,16,factors_audit_chunk_01_completed.csv,grass_fact_check_016,Grass Fact Check,round1_individually_valid,yes,,,,,georgia is obliged to introduce unemployment benefits before 2021 this is envisioned by the association agreement,['employment'],{'employment'},0,2,True
round2_snopes_009,Snopes,genuine,"First Republic Bank was closed and sold to JPMorgan Chase on May 1, 2023, making it the second-largest U.S. bank failure in history based on its total assets.",genuine,true,True,['banking'],28,True,1,1.0,14,2023-05-01T16:59:03,https://www.snopes.com/fact-check/first-republic-bank-failure/,82888,85954,yes,yes,yes,yes,,"Rejected pair: misleading row matches 'bank' only in the geographic sense of a river bank, not finance.",False,False,True,False,2,17,factors_audit_chunk_01_completed.csv,snopes_074,Snopes,round1_individually_valid,yes,,,,,first republic bank was closed and sold to jpmorgan chase on may 1 2023 making it the second largest u s bank failure in history based on its total assets,['banking'],{'banking'},0,2,True
round2_snopes_009,Snopes,misleading,"Thomas Jefferson said that ""banks and corporations will deprive the people of all property",misleading,False,False,['banking'],14,True,1,1.0,14,2008-12-08T12:00:00,https://www.snopes.com/fact-check/bank-shot-3/,96940,100402,yes,yes,yes,yes,,"Individually relevant as a claim about banks, corporations, and property, but the pair is removed because the genuine counterpart is not financial.",False,False,False,False,2,17,factors_audit_chunk_08_completed.csv,snopes_035,Snopes,round1_individually_valid,yes,,,,,thomas jefferson said that banks and corporations will deprive the people of all property,['banking'],{'banking'},0,2,True
round2_snopes_017,Snopes,genuine,"Economist Paul Krugman wrote that by 2005, it would become clear that the Internet's effect on the economy is no greater than the fax machine's.",genuine,true,True,['macroeconomy'],25,False,0,0.0,3,2018-06-07T12:19:03,https://www.snopes.com/fact-check/paul-krugman-internets-effect-economy/,90572,93925,yes,yes,yes,yes,,"Rejected pair: misleading row is an election-registration claim; Social Security is the reporting agency, not the financial topic.",False,False,False,True,2,18,factors_audit_chunk_01_completed.csv,snopes_081,Snopes,round1_individually_valid,yes,,,,,economist paul krugman wrote that by 2005 it would become clear that the internet s effect on the economy is no greater than the fax machine s,['macroeconomy'],{'macroeconomy'},0,2,False
round2_snopes_017,Snopes,misleading,"A large increase in the size of Social Security benefits provided to seniors occurring in 2023 came about ""through President Biden's leadership.""",misleading,false,False,['pension'],22,False,0,0.0,3,2022-11-02T23:12:13,https://www.snopes.com/fact-check/biden-increase-social-security/,83552,86640,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the genuine counterpart is not financially relevant.",False,False,False,True,2,18,factors_audit_chunk_05_completed.csv,snopes_051,Snopes,round1_individually_valid,yes,,,,,a large increase in the size of social security benefits provided to seniors occurring in 2023 came about through president biden s leadership,['pension'],{'pension'},0,2,False
round2_africa_check_003,Africa Check,genuine,"""Manufacturing contribution to GDP has fallen from 9.3% to 7.6% in five years .""",genuine,correct,True,['macroeconomy'],14,False,0,0.0,1,2022-08-08T00:00:00,https://africacheck.org/fact-checks/reports/kenyadecides2022-fact-checking-william-rutos-manifesto-ahead-presidential,19392,17465,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart has verdict-led, ambiguous wording.",False,False,False,True,2,19,factors_audit_chunk_05_completed.csv,africa_check_010,Africa Check,round1_individually_valid,yes,,,,,manufacturing contribution to gdp has fallen from 9 3 to 7 6 in five years,['macroeconomy'],{'macroeconomy'},0,2,False
round2_africa_check_003,Africa Check,misleading,The recommended global funding for the judiciary is 2.5% of the national budget.,misleading,incorrect,False,['budget'],13,False,0,0.0,1,2018-08-16T00:00:00,https://africacheck.org/fact-checks/reports/budget-cuts-hit-kenyas-judiciary-theres-no-global-funding-target,16259,14264,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the genuine counterpart contains verdict-revealing wording.",False,False,False,True,2,19,factors_audit_chunk_05_completed.csv,africa_check_005,Africa Check,round1_individually_valid,yes,,,,,the recommended global funding for the judiciary is 2 5 of the national budget,['budget'],{'budget'},0,2,False
round2_snopes_015,Snopes,genuine,"In May 2021, Montana Gov. Greg Gianforte announced the state will end its participation in federal pandemic-related unemployment benefit programs.",genuine,true,True,['employment'],20,False,0,0.0,1,2021-05-09T10:09:57,https://www.snopes.com/fact-check/montana-cancel-unemployment/,86217,89399,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the misleading counterpart is not primarily financial/economic.",False,False,False,True,2,20,factors_audit_chunk_02_completed.csv,snopes_067,Snopes,round1_individually_valid,yes,,,,,in may 2021 montana gov greg gianforte announced the state will end its participation in federal pandemic related unemployment benefit programs,['employment'],{'employment'},0,2,False
round2_snopes_015,Snopes,misleading,The Jacksonville Jaguars filed for bankruptcy in December 2017 after NFL fans boycotted the league due to player protests.,misleading,false,False,['financial_distress'],19,False,0,0.0,1,2017-12-06T09:09:23,https://www.snopes.com/fact-check/did-nfl-team-declare-bankruptcy-protests/,91312,94684,yes,yes,yes,yes,,"Individually acceptable, but pair removed because the genuine counterpart is not financially relevant.",False,False,False,True,2,20,factors_audit_chunk_02_completed.csv,snopes_068,Snopes,round1_individually_valid,yes,,,,,the jacksonville jaguars filed for bankruptcy in december 2017 after nfl fans boycotted the league due to player protests,['financial_distress'],{'financial_distress'},0,2,False
round2_snopes_016,Snopes,genuine,"Since the end of the Cold War in 1989, Democratic presidents created 50 million of the 51 million jobs added to the economy between then and July 2024.",genuine,true,True,['macroeconomy'],28,False,0,0.0,1,2024-09-10T13:00:02,https://www.snopes.com/fact-check/democrats-created-50m-jobs/,80757,83720,yes,yes,yes,yes,,"Individually acceptable, but the pair is removed because the misleading counterpart is a fabricated quotation rather than an economic claim.",False,False,False,True,2,21,factors_audit_chunk_07_completed.csv,snopes_005,Snopes,round1_individually_valid,yes,,,,,since the end of the cold war in 1989 democratic presidents created 50 million of the 51 million jobs added to the economy between then and july 2024,['macroeconomy'],{'macroeconomy'},0,2,False
