matched_pair_id,pair_source,shared_concept_count,concept_jaccard,word_difference,has_shared_concept
politifact_146,PolitiFact,1,1.0,2,True
politifact_147,PolitiFact,1,1.0,2,True
politifact_148,PolitiFact,1,1.0,2,True
politifact_149,PolitiFact,1,1.0,2,True
politifact_150,PolitiFact,1,1.0,2,True
politifact_151,PolitiFact,1,1.0,2,True
politifact_152,PolitiFact,1,1.0,2,True
politifact_153,PolitiFact,1,1.0,3,True
politifact_154,PolitiFact,1,1.0,3,True
politifact_155,PolitiFact,1,1.0,3,True
politifact_156,PolitiFact,1,1.0,3,True
politifact_157,PolitiFact,1,1.0,3,True
politifact_158,PolitiFact,1,1.0,4,True
politifact_159,PolitiFact,1,1.0,4,True
politifact_160,PolitiFact,1,1.0,4,True
politifact_161,PolitiFact,1,1.0,5,True
politifact_162,PolitiFact,1,1.0,5,True
politifact_163,PolitiFact,1,1.0,5,True
politifact_164,PolitiFact,1,1.0,6,True
politifact_165,PolitiFact,1,1.0,6,True
politifact_166,PolitiFact,1,1.0,6,True
politifact_167,PolitiFact,1,1.0,6,True
politifact_168,PolitiFact,1,1.0,7,True
politifact_169,PolitiFact,1,1.0,8,True
politifact_170,PolitiFact,1,1.0,8,True
politifact_171,PolitiFact,1,1.0,9,True
politifact_172,PolitiFact,1,1.0,10,True
politifact_173,PolitiFact,1,1.0,10,True
politifact_174,PolitiFact,1,1.0,10,True
politifact_175,PolitiFact,1,1.0,13,True
politifact_176,PolitiFact,1,1.0,14,True
politifact_177,PolitiFact,1,1.0,25,True
politifact_178,PolitiFact,1,1.0,29,True
politifact_179,PolitiFact,1,0.5,0,True
politifact_180,PolitiFact,1,0.5,0,True
politifact_181,PolitiFact,1,0.5,0,True
politifact_182,PolitiFact,1,0.5,0,True
politifact_183,PolitiFact,1,0.5,0,True
politifact_184,PolitiFact,1,0.5,1,True
politifact_185,PolitiFact,1,0.5,2,True
politifact_186,PolitiFact,1,0.5,3,True
politifact_187,PolitiFact,1,0.5,3,True
politifact_188,PolitiFact,1,0.5,3,True
politifact_189,PolitiFact,1,0.5,7,True
politifact_190,PolitiFact,1,0.5,9,True
politifact_191,PolitiFact,1,0.5,10,True
politifact_192,PolitiFact,1,0.3333333333333333,0,True
politifact_193,PolitiFact,1,0.3333333333333333,2,True
politifact_194,PolitiFact,1,0.3333333333333333,2,True
politifact_195,PolitiFact,1,0.3333333333333333,3,True
politifact_196,PolitiFact,1,0.3333333333333333,6,True
politifact_197,PolitiFact,0,0.0,0,False
politifact_198,PolitiFact,0,0.0,0,False
politifact_199,PolitiFact,0,0.0,0,False
politifact_200,PolitiFact,0,0.0,0,False
snopes_001,Snopes,2,1.0,1,True
snopes_002,Snopes,2,1.0,2,True
snopes_003,Snopes,2,1.0,13,True
snopes_004,Snopes,2,0.5,10,True
snopes_005,Snopes,1,1.0,0,True
snopes_006,Snopes,1,1.0,0,True
snopes_007,Snopes,1,1.0,0,True
snopes_008,Snopes,1,1.0,0,True
snopes_009,Snopes,1,1.0,0,True
snopes_010,Snopes,1,1.0,0,True
snopes_011,Snopes,1,1.0,0,True
snopes_012,Snopes,1,1.0,0,True
snopes_013,Snopes,1,1.0,0,True
snopes_014,Snopes,1,1.0,0,True
snopes_015,Snopes,1,1.0,0,True
snopes_016,Snopes,1,1.0,0,True
snopes_017,Snopes,1,1.0,0,True
snopes_018,Snopes,1,1.0,0,True
snopes_019,Snopes,1,1.0,0,True
snopes_020,Snopes,1,1.0,0,True
snopes_021,Snopes,1,1.0,0,True
snopes_022,Snopes,1,1.0,0,True
snopes_023,Snopes,1,1.0,0,True
snopes_024,Snopes,1,1.0,0,True
snopes_025,Snopes,1,1.0,0,True
snopes_026,Snopes,1,1.0,0,True
snopes_027,Snopes,1,1.0,0,True
snopes_028,Snopes,1,1.0,0,True
snopes_029,Snopes,1,1.0,0,True
snopes_030,Snopes,1,1.0,0,True
snopes_031,Snopes,1,1.0,0,True
snopes_032,Snopes,1,1.0,0,True
snopes_033,Snopes,1,1.0,0,True
snopes_034,Snopes,1,1.0,0,True
snopes_035,Snopes,1,1.0,0,True
snopes_036,Snopes,1,1.0,1,True
snopes_037,Snopes,1,1.0,1,True
snopes_038,Snopes,1,1.0,1,True
snopes_039,Snopes,1,1.0,1,True
snopes_040,Snopes,1,1.0,1,True
snopes_041,Snopes,1,1.0,1,True
snopes_042,Snopes,1,1.0,1,True
snopes_043,Snopes,1,1.0,1,True
snopes_044,Snopes,1,1.0,1,True
snopes_045,Snopes,1,1.0,1,True
snopes_046,Snopes,1,1.0,1,True
snopes_047,Snopes,1,1.0,1,True
snopes_048,Snopes,1,1.0,1,True
snopes_049,Snopes,1,1.0,1,True
snopes_050,Snopes,1,1.0,1,True
snopes_051,Snopes,1,1.0,1,True
snopes_052,Snopes,1,1.0,2,True
snopes_053,Snopes,1,1.0,2,True
snopes_054,Snopes,1,1.0,2,True
snopes_055,Snopes,1,1.0,2,True
snopes_056,Snopes,1,1.0,2,True
snopes_057,Snopes,1,1.0,2,True
snopes_058,Snopes,1,1.0,2,True
snopes_059,Snopes,1,1.0,3,True
snopes_060,Snopes,1,1.0,3,True
snopes_061,Snopes,1,1.0,3,True
snopes_062,Snopes,1,1.0,3,True
snopes_063,Snopes,1,1.0,4,True
snopes_064,Snopes,1,1.0,5,True
snopes_065,Snopes,1,1.0,5,True
snopes_066,Snopes,1,1.0,7,True
snopes_067,Snopes,1,1.0,7,True
snopes_068,Snopes,1,1.0,7,True
snopes_069,Snopes,1,1.0,8,True
snopes_070,Snopes,1,1.0,9,True
snopes_071,Snopes,1,1.0,9,True
snopes_072,Snopes,1,1.0,11,True
snopes_073,Snopes,1,1.0,12,True
snopes_074,Snopes,1,1.0,12,True
snopes_075,Snopes,1,1.0,13,True
snopes_076,Snopes,1,1.0,19,True
snopes_077,Snopes,1,0.5,0,True
snopes_078,Snopes,0,0.0,0,False
snopes_079,Snopes,0,0.0,0,False
snopes_080,Snopes,0,0.0,0,False
snopes_081,Snopes,0,0.0,0,False
snopes_082,Snopes,0,0.0,0,False
snopes_083,Snopes,0,0.0,1,False
snopes_084,Snopes,0,0.0,1,False
snopes_085,Snopes,0,0.0,1,False
snopes_086,Snopes,0,0.0,10,False
africa_check_001,Africa Check,1,1.0,0,True
africa_check_002,Africa Check,1,1.0,0,True
africa_check_003,Africa Check,1,1.0,0,True
africa_check_004,Africa Check,1,1.0,0,True
africa_check_005,Africa Check,1,1.0,0,True
africa_check_006,Africa Check,1,1.0,0,True
africa_check_007,Africa Check,1,1.0,0,True
africa_check_008,Africa Check,1,1.0,0,True
africa_check_009,Africa Check,1,1.0,0,True
africa_check_010,Africa Check,1,1.0,0,True
africa_check_011,Africa Check,1,1.0,0,True
africa_check_012,Africa Check,1,1.0,0,True
africa_check_013,Africa Check,1,1.0,0,True
africa_check_014,Africa Check,1,1.0,1,True
africa_check_015,Africa Check,1,1.0,1,True
africa_check_016,Africa Check,1,1.0,2,True
africa_check_017,Africa Check,1,1.0,2,True
africa_check_018,Africa Check,1,1.0,2,True
africa_check_019,Africa Check,1,1.0,3,True
africa_check_020,Africa Check,1,1.0,3,True
africa_check_021,Africa Check,1,1.0,4,True
africa_check_022,Africa Check,1,1.0,6,True
africa_check_023,Africa Check,1,1.0,7,True
africa_check_024,Africa Check,1,1.0,8,True
africa_check_025,Africa Check,1,1.0,10,True
africa_check_026,Africa Check,1,1.0,15,True
grass_fact_check_001,Grass Fact Check,2,1.0,2,True
grass_fact_check_002,Grass Fact Check,2,1.0,8,True
grass_fact_check_003,Grass Fact Check,2,0.4,14,True
grass_fact_check_004,Grass Fact Check,1,1.0,0,True
grass_fact_check_005,Grass Fact Check,1,1.0,1,True
grass_fact_check_006,Grass Fact Check,1,1.0,1,True
grass_fact_check_007,Grass Fact Check,1,1.0,2,True
grass_fact_check_008,Grass Fact Check,1,1.0,2,True
grass_fact_check_009,Grass Fact Check,1,1.0,2,True
grass_fact_check_010,Grass Fact Check,1,1.0,2,True
grass_fact_check_011,Grass Fact Check,1,1.0,4,True
grass_fact_check_012,Grass Fact Check,1,1.0,4,True
grass_fact_check_013,Grass Fact Check,1,1.0,4,True
grass_fact_check_014,Grass Fact Check,1,1.0,10,True
grass_fact_check_015,Grass Fact Check,1,1.0,11,True
grass_fact_check_016,Grass Fact Check,1,1.0,22,True
grass_fact_check_017,Grass Fact Check,1,1.0,26,True
grass_fact_check_018,Grass Fact Check,1,1.0,32,True
grass_fact_check_019,Grass Fact Check,1,1.0,35,True
grass_fact_check_020,Grass Fact Check,1,0.5,4,True
grass_fact_check_021,Grass Fact Check,1,0.5,10,True
grass_fact_check_022,Grass Fact Check,1,0.5,10,True
grass_fact_check_023,Grass Fact Check,1,0.5,11,True
grass_fact_check_024,Grass Fact Check,0,0.0,0,False
grass_fact_check_025,Grass Fact Check,0,0.0,0,False
grass_fact_check_026,Grass Fact Check,0,0.0,1,False
grass_fact_check_027,Grass Fact Check,0,0.0,1,False
dubawa_001,Dubawa,1,1.0,0,True
dubawa_002,Dubawa,1,1.0,0,True
dubawa_003,Dubawa,1,1.0,0,True
dubawa_004,Dubawa,1,1.0,0,True
dubawa_005,Dubawa,1,1.0,1,True
dubawa_006,Dubawa,1,1.0,4,True
dubawa_007,Dubawa,1,1.0,6,True
factcheckni_001,FactCheckNI,1,1.0,2,True
factcheckni_002,FactCheckNI,1,1.0,2,True
factcheckni_003,FactCheckNI,1,1.0,3,True
factcheckzw_001,FactCheckZW,1,1.0,0,True
factcheckzw_002,FactCheckZW,0,0.0,0,False
factcheckzw_003,FactCheckZW,0,0.0,1,False
newsmeter_001,NewsMeter,1,1.0,5,True
check_your_fact_001,Check Your Fact,1,1.0,1,True
