id,text,label,label_id,source,pair_id,dataset_round,date_published,original_verdict,url,text_original,leading_says_removed,residual_says_removed,affect_anger,affect_fear,affect_joy,affect_sadness,affect_valence
43880,Wine export in 2017 was quite voluminous and exceeded 76 million bottles,genuine,0,Grass Fact Check,grass_fact_check_024,round1,2018-07-30T00:00:00,true,https://factcheck.ge/en/story/36698-wine-export-in-2017-was-quite-voluminous-and-exceeded-76-million-bottles,Wine export in 2017 was quite voluminous and exceeded 76 million bottles,False,False,0.271,0.208,0.396,0.292,0.53
44422,"The increase in investment, including its ratio to the GDP, is unprecedented.",misleading,1,Grass Fact Check,grass_fact_check_024,round1,2024-10-14T00:00:00,false,https://factcheck.ge/en/story/43269-the-increase-in-investment-including-its-ratio-to-the-gdp-is-unprecedented,"The increase in investment, including its ratio to the GDP, is unprecedented.",False,False,0.375,0.292,0.38,0.292,0.604
44282,"""In 2022, revenues from export, tourism and remittances trebled to USD 3.6 billion.""",genuine,0,Grass Fact Check,grass_fact_check_025,round1,2023-07-03T00:00:00,true,https://factcheck.ge/en/story/42021--in-2022-revenues-from-export-tourism-and-remittances-from-to-russia-trebled-to-usd-3-6-billion,"""In 2022, revenues from export, tourism and remittances trebled to USD 3.6 billion.""",False,False,0.271,0.271,0.58,0.292,0.7
44458,"""The real purchasing power of pensions has decreased over the past 12 years.""",misleading,1,Grass Fact Check,grass_fact_check_025,round1,2024-03-11T00:00:00,lie,https://factcheck.ge/en/story/42665--the-real-purchasing-power-of-pensions-has-decreased-over-the-past-12-years,"""The real purchasing power of pensions has decreased over the past 12 years.""",False,False,0.438,0.396,0.16,0.5,0.26
66066,"Wisconsin is ""dead last in income growth"" among midwestern states during Gov. Scott Walker's term.",genuine,0,PolitiFact,politifact_198,round1,2014-08-28T00:00:00,true,https://www.politifact.com/factchecks/2014/aug/28/blog-posting/bloggers-say-wisconsin-ranks-last-income-growth-/,"Wisconsin is ""dead last in income growth"" among midwestern states during Gov. Scott Walker's term.",False,False,0.438,0.292,0.16,0.438,0.358
62434,"Maine Democrat Jared Golden ""supports using your Social Security to fund other government programs.""",misleading,1,PolitiFact,politifact_198,round1,2018-11-02T00:00:00,pants-fire,https://www.politifact.com/factchecks/2018/nov/02/national-republican-congressional-committee/nrcc-ad-way-saying-jared-golden-wants-take-away-so/,"Says Maine Democrat Jared Golden ""supports using your Social Security to fund other government programs.""",True,False,0.438,0.375,0.208,0.375,0.383
68526,"under state law, ""systems development charges can only be spent on capital investment.""",genuine,0,PolitiFact,politifact_199,round1,2012-05-05T00:00:00,true,https://www.politifact.com/factchecks/2012/may/05/charlie-hales/can-system-development-charges-be-spent-capital-pr/,"Say that under state law, ""systems development charges can only be spent on capital investment.""",True,False,0.438,0.333,0.333,0.396,0.483
68545,"Wisconsin Gov. Scott Walker's budget ""calls for raising property taxes by nearly $500 billion.""",misleading,1,PolitiFact,politifact_199,round1,2012-04-30T00:00:00,pants-fire,https://www.politifact.com/factchecks/2012/apr/30/pat-quinn/illinois-gov-pat-quinn-says-gov-scott-walkers-budg/,"Says Wisconsin Gov. Scott Walker's budget ""calls for raising property taxes by nearly $500 billion.""",True,False,0.56,0.396,0.16,0.479,0.333
75574,"""There will be several thousand dollars in payments going to families with six-figure incomes who've had no income interruption whatsoever.""",genuine,0,PolitiFact,politifact_200,round1,2021-01-21T00:00:00,true,https://www.politifact.com/factchecks/2021/jan/21/pat-toomey/fact-checking-pat-toomeys-claim-families-six-figur/,"""There will be several thousand dollars in payments going to families with six-figure incomes who've had no income interruption whatsoever.""",False,False,0.438,0.33,0.271,0.333,0.483
59789,"""The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.""",misleading,1,PolitiFact,politifact_200,round1,2022-05-02T00:00:00,false,https://www.politifact.com/factchecks/2022/may/02/facebook-posts/no-proof-ukraine-president-zelenskyy-owns-35-milli/,"""The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.""",False,False,0.438,0.333,0.292,0.292,0.58
90373,Missouri Republicans passed a bill to lower the minimum wage in St. Louis from $10 an hour to $7.70.,genuine,0,Snopes,snopes_079,round1,2018-07-25T13:05:56,true,https://www.snopes.com/fact-check/missouri-republicans-pass-law-lowering-minimum-wage/,Missouri Republicans passed a bill to lower the minimum wage in St. Louis from $10 an hour to $7.70.,False,False,0.533,0.333,0.25,0.438,0.36
91320,Tax reform plans proposed by House and Senate Republicans in November 2017 would remove the deduction for employee discounts.,misleading,1,Snopes,snopes_079,round1,2017-11-29T12:19:44,false,https://www.snopes.com/fact-check/tax-plan-employee-discounts/,Tax reform plans proposed by House and Senate Republicans in November 2017 would remove the deduction for employee discounts.,False,False,0.438,0.396,0.232,0.396,0.35
66499,"""Women in Oregon are paid 79 cents for every dollar paid to men. If the wage gap was eliminated, a working woman in Oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.""",genuine,0,PolitiFact,politifact_169,round1,2014-04-10T00:00:00,true,https://www.politifact.com/factchecks/2014/apr/10/national-partnership-women-families/would-eliminating-pay-gap-oregon-let-women-buy-287/,"""Women in Oregon are paid 79 cents for every dollar paid to men. If the wage gap was eliminated, a working woman in Oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.""",False,False,0.458,0.33,0.38,0.458,0.583
67467,"Oregon's high minimum wage is the reason why ""by 2011, Oregon's restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the state's minimum wage began rising above the federal level in 1997.""",misleading,1,PolitiFact,politifact_169,round1,2013-04-13T00:00:00,false,https://www.politifact.com/factchecks/2013/apr/13/melvin-sickler/has-oregons-higher-minimum-wage-hurt-our-restauran/,"Says Oregon's high minimum wage is the reason why ""by 2011, Oregon's restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the state's minimum wage began rising above the federal level in 1997.""",True,False,0.375,0.333,0.236,0.375,0.36
71509,"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",genuine,0,PolitiFact,politifact_189,round1,2014-04-21T00:00:00,true,https://www.politifact.com/factchecks/2014/apr/21/seth-magaziner/treasurer-candidate-seth-magaziner-says-1-4-rhode-/,"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",False,False,0.438,0.438,0.16,0.479,0.35
67167,"""U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!""",misleading,1,PolitiFact,politifact_189,round1,2013-07-26T00:00:00,pants-fire,https://www.politifact.com/factchecks/2013/jul/26/chain-email/homeland-security-can-seize-safe-deposit-boxes-wit/,"""U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!""",False,False,0.583,0.583,0.22,0.438,0.483
68071,"""The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.""",genuine,0,PolitiFact,politifact_173,round1,2012-09-12T00:00:00,true,https://www.politifact.com/factchecks/2012/sep/12/leonard-lance/congressman-leonard-lance-claims-us-senate-has-not/,"""The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.""",False,False,0.438,0.333,0.18,0.438,0.39
71682,"""Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.""",misleading,1,PolitiFact,politifact_173,round1,2014-09-08T00:00:00,false,https://www.politifact.com/factchecks/2014/sep/08/dana-loesch/loesch-obama-slashed-funding-gun-safety-program/,"""Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.""",False,False,0.438,0.396,0.292,0.438,0.422
75383,"Farm bankruptcies are ""at an eight-year high.""",genuine,0,PolitiFact,politifact_174,round1,2020-10-31T00:00:00,true,https://www.politifact.com/factchecks/2020/oct/31/theresa-greenfield/fact-check-farm-bankruptcies-highest-8-years/,"Farm bankruptcies are ""at an eight-year high.""",False,False,0.438,0.438,0.16,0.562,0.333
67865,"U.S. Senate rival Tommy Thompson ran Medicare ""into the ground"" and ""nine years closer to bankruptcy.""",misleading,1,PolitiFact,politifact_174,round1,2012-10-26T00:00:00,false,https://www.politifact.com/factchecks/2012/oct/26/tammy-baldwin/tommy-thompson-ran-medicare-ground-us-health-and-h/,"Says U.S. Senate rival Tommy Thompson ran Medicare ""into the ground"" and ""nine years closer to bankruptcy.""",True,False,0.5,0.438,0.271,0.438,0.383
85353,"Guidelines published by the IRS ahead of the 2022 tax year explained how taxpayers can claim items they have stolen, or earnings from illegal activities.",genuine,0,Snopes,snopes_004,round1,2021-12-30T11:25:00,true,https://www.snopes.com/fact-check/irs-taxpayers-stolen-items-illegal-income/,"Guidelines published by the IRS ahead of the 2022 tax year explained how taxpayers can claim items they have stolen, or earnings from illegal activities.",False,False,0.438,0.438,0.25,0.438,0.333
97478,Nancy Pelosi advocated implementing a 100% windfall tax on stock market profits and retirement income.,misleading,1,Snopes,snopes_004,round1,2006-12-01T00:00:00,false,https://www.snopes.com/fact-check/windfall-profits-tax/,Nancy Pelosi advocated implementing a 100% windfall tax on stock market profits and retirement income.,False,False,0.375,0.333,0.25,0.375,0.383
72212,income tax rates under Eisenhower were as high as 90 percent.,genuine,0,PolitiFact,politifact_013,round1,2015-11-15T00:00:00,true,https://www.politifact.com/factchecks/2015/nov/15/bernie-sanders/income-tax-rates-were-90-percent-under-eisenhower-/,Says income tax rates under Eisenhower were as high as 90 percent.,True,False,0.375,0.271,0.231,0.375,0.433
61992,"after ""the last income tax increase in the state of Illinois, we saw the largest exodus of middle-income families.""",misleading,1,PolitiFact,politifact_013,round1,2019-06-23T00:00:00,false,https://www.politifact.com/factchecks/2019/jun/23/bill-brady/fact-checking-bradys-muddled-attack-pritzkers-tax-/,"Says that after ""the last income tax increase in the state of Illinois, we saw the largest exodus of middle-income families.""",True,False,0.5,0.438,0.271,0.531,0.355
65427,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,genuine,0,PolitiFact,politifact_171,round1,2015-05-13T00:00:00,true,https://www.politifact.com/factchecks/2015/may/13/senate-democrats/Democrats-parlay-votes-on-transportation-bill-into/,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,False,False,0.438,0.333,0.33,0.375,0.483
76573,"""The proposed House budget cuts hundreds of millions in funding for public education…""",misleading,1,PolitiFact,politifact_171,round1,2022-04-12T00:00:00,false,https://www.politifact.com/factchecks/2022/apr/12/democratic-party-virginia/no-virginias-house-did-not-vote-cut-school-funding/,"""The proposed House budget cuts hundreds of millions in funding for public education…""",False,False,0.5,0.5,0.16,0.5,0.26
61211,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, 2018-19 school year. They contributed over $40 billion to the economy.""",genuine,0,PolitiFact,politifact_190,round1,2020-07-10T00:00:00,true,https://www.politifact.com/factchecks/2020/jul/10/chris-hayes/msnbcs-chris-hayes-right-economic-impact-internati/,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, 2018-19 school year. They contributed over $40 billion to the economy.""",False,False,0.333,0.292,0.58,0.271,0.758
67788,"""National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … cutting jobs as a result of the added cost.""",misleading,1,PolitiFact,politifact_190,round1,2012-11-30T00:00:00,false,https://www.politifact.com/factchecks/2012/nov/30/pam-bondi/pam-bondi-said-national-studies-show-businesses-ar/,"""National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … cutting jobs as a result of the added cost.""",False,False,0.583,0.583,0.16,0.604,0.26
43707,2017 is the first year when part of the trade deficit was covered by the sum of tourism and direct investments,genuine,0,Grass Fact Check,grass_fact_check_002,round1,2019-02-07T00:00:00,true,https://factcheck.ge/en/story/37964-2017-is-the-first-year-when-part-of-the-trade-deficit-was-covered-by-the-sum-of-tourism-and-direct-investments,2017 is the first year when part of the trade deficit was covered by the sum of tourism and direct investments,False,False,0.271,0.292,0.33,0.292,0.5
43997,"""Import dependency has decreased. In 2019, the trade deficit was at a historic low and our trade balance showed a maximal improvement because export had increased significantly by 12%""",misleading,1,Grass Fact Check,grass_fact_check_002,round1,2020-06-22T00:00:00,false,https://factcheck.ge/en/story/38502--import-dependency-has-decreased-in-2019-the-trade-deficit-was-at-a-historic-low-and-our-trade-balance-showed-a-maximal-improvement-because-export-had-increased-significantly-by-12,"""Import dependency has decreased. In 2019, the trade deficit was at a historic low and our trade balance showed a maximal improvement because export had increased significantly by 12%""",False,False,0.333,0.333,0.58,0.333,0.738
70645,"""I ended up my time as governor with a general fund budget that was smaller than the one I started with.""",genuine,0,PolitiFact,politifact_170,round1,2012-07-27T00:00:00,true,https://www.politifact.com/factchecks/2012/jul/27/tim-kaine/tim-kaine-says-general-fund-budget-shrank-when-he-/,"""I ended up my time as governor with a general fund budget that was smaller than the one I started with.""",False,False,0.375,0.271,0.208,0.438,0.371
70671,"library district would come ""at no direct cost to the city budget.""",misleading,1,PolitiFact,politifact_170,round1,2012-08-10T00:00:00,false,https://www.politifact.com/factchecks/2012/aug/10/multnomah-county-library-foundation/would-library-taxing-district-reduce-portlands-bud/,"Says library district would come ""at no direct cost to the city budget.""",True,False,0.375,0.292,0.375,0.333,0.483
75866,"Wisconsin's 2019-21 budget produced the first positive general fund balance since 2000, and the governor's proposed 2021-23 budget would return it to a deficit.",genuine,0,PolitiFact,politifact_012,round1,2021-05-25T00:00:00,true,https://www.politifact.com/factchecks/2021/may/25/wisconsin-republican-legislative-leaders/yes-evers-proposed-budget-would-return-states-gene/,"Wisconsin's 2019-21 budget produced the first positive general fund balance since 2000, and the governor's proposed 2021-23 budget would return it to a deficit.",False,False,0.333,0.292,0.292,0.375,0.465
70651,"Democrats racked up a $1 billion state deficit, while Republicans under Bill O'Brien balanced the budget.",misleading,1,PolitiFact,politifact_012,round1,2012-07-29T00:00:00,false,https://www.politifact.com/factchecks/2012/jul/29/new-boston-republican-committee/new-boston-gop-says-dems-left-deficit/,"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill O'Brien balanced the budget.",True,False,0.438,0.271,0.38,0.375,0.5
73591,"""Ohio's laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",genuine,0,PolitiFact,politifact_168,round1,2018-06-08T00:00:00,true,https://www.politifact.com/factchecks/2018/jun/08/richard-cordray/richard-cordray-says-ohio-payday-lending-law-worst/,"""Ohio's laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",False,False,0.625,0.5,0.06,0.52,0.232
76622,"Elon Musk tweeted, ""The fact that an 18 year old can't take out a $10,000 business loan"" but ""can take out a $100,000 student loan tells you everything you need to know.""",misleading,1,PolitiFact,politifact_168,round1,2022-04-29T00:00:00,false,https://www.politifact.com/factchecks/2022/apr/29/facebook-posts/no-trace-elon-musk-tweeting-about-twisted-logic-lo/,"Elon Musk tweeted, ""The fact that an 18 year old can't take out a $10,000 business loan"" but ""can take out a $100,000 student loan tells you everything you need to know.""",False,False,0.479,0.396,0.3,0.479,0.467
86162,"The COVID-19 stimulus package signed into law by President Joe Biden in March 2021 increases payments for recipients of the Child Tax Credit, and families can receive a portion of that credit in monthly installments.",genuine,0,Snopes,snopes_066,round1,2021-05-18T08:58:32,true,https://www.snopes.com/fact-check/expanded-child-tax-credit-2021/,"The COVID-19 stimulus package signed into law by President Joe Biden in March 2021 increases payments for recipients of the Child Tax Credit, and families can receive a portion of that credit in monthly installments.",False,False,0.37,0.271,0.438,0.333,0.583
91301,"Under the 2017 tax overhaul legislation currently making its way through Congress, all deductions for business-related expenses incurred by small business owners and the self-employed would be eliminated.",misleading,1,Snopes,snopes_066,round1,2017-12-04T13:29:13,false,https://www.snopes.com/fact-check/tax-bill-small-business-deductions/,"Under the 2017 tax overhaul legislation currently making its way through Congress, all deductions for business-related expenses incurred by small business owners and the self-employed would be eliminated.",False,False,0.458,0.438,0.16,0.438,0.333
70380,"the proposed fiscal year 2013 budget ""is still below the level of state spending when I took office.""",genuine,0,PolitiFact,politifact_011,round1,2012-03-08T00:00:00,true,https://www.politifact.com/factchecks/2012/mar/08/chris-christie/chris-christie-claims-proposed-budget-smaller-leve/,"Says the proposed fiscal year 2013 budget ""is still below the level of state spending when I took office.""",True,False,0.438,0.292,0.271,0.396,0.383
68737,"her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",misleading,1,PolitiFact,politifact_011,round1,2012-03-14T00:00:00,pants-fire,https://www.politifact.com/factchecks/2012/mar/14/chris-telfer/can-chris-telfer-claim-credit-budget-re-balance-cl/,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",True,False,0.375,0.271,0.438,0.271,0.583
63779,"""For every extra year a girl goes to school, her income goes up 12 percent.""",genuine,0,PolitiFact,politifact_164,round1,2017-02-22T00:00:00,true,https://www.politifact.com/factchecks/2017/feb/22/bono/bono-each-year-school-adds-12-womans-income/,"""For every extra year a girl goes to school, her income goes up 12 percent.""",False,False,0.271,0.292,0.438,0.292,0.65
58838,"Congress has passed a $6,400 subsidy for low-income Americans.",misleading,1,PolitiFact,politifact_164,round1,2024-01-19T00:00:00,false,https://www.politifact.com/factchecks/2024/jan/19/facebook-posts/congress-has-not-passed-a-6400-subsidy-for-low-inc/,"Congress has passed a $6,400 subsidy for low-income Americans.",False,False,0.33,0.271,0.438,0.333,0.583
67859,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",genuine,0,PolitiFact,politifact_165,round1,2012-10-26T00:00:00,true,https://www.politifact.com/factchecks/2012/oct/26/johnny-isakson/need-job-obamas-hiring-georgia-senator-says/,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",False,False,0.375,0.271,0.33,0.271,0.53
74415,"the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",misleading,1,PolitiFact,politifact_165,round1,2019-12-09T00:00:00,false,https://www.politifact.com/factchecks/2019/dec/09/viral-image/old-hoax-about-clinton-foundation-resurfaces-faceb/,"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",True,False,0.479,0.271,0.231,0.396,0.483
63704,"The GOP's Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",genuine,0,PolitiFact,politifact_196,round1,2017-03-23T00:00:00,true,https://www.politifact.com/factchecks/2017/mar/23/ron-johnson/gop-obamacare-replacement-cuts-aid-lower-income-pe/,"The GOP's Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",False,False,0.458,0.458,0.271,0.438,0.383
74512,"the Democratic Party ""took Social Security from the independent 'Trust Fund' and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security withholding.""",misleading,1,PolitiFact,politifact_196,round1,2020-01-29T00:00:00,false,https://www.politifact.com/factchecks/2020/jan/29/facebook-posts/two-pronged-attack-democrats-over-social-security-/,"Says the Democratic Party ""took Social Security from the independent 'Trust Fund' and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security withholding.""",True,False,0.5,0.438,0.25,0.438,0.383
52083,Ex-PM Lal Bahadur Shastri's wife repaid Rs 5K loan taken from PNB after his death,genuine,0,NewsMeter,newsmeter_001,round1,2020-10-04T04:00:22,true,https://newsmeter.in/ex-pm-lal-bahadur-shastris-wife-repaid-rs-5k-loan-taken-from-pnb-after-his-death/,Ex-PM Lal Bahadur Shastri's wife repaid Rs 5K loan taken from PNB after his death,False,False,0.292,0.292,0.25,0.438,0.483
50807,M.K Stalin has said DMK party will not be able to keep its promises on waiving education and agricultural loans.,misleading,1,NewsMeter,newsmeter_001,round1,2022-01-30T10:42:43,false,https://newsmeter.in/fact-check/fact-check-tamil-nadu-cm-stalin-did-not-go-back-on-his-poll-promises-viral-post-is-fake-690560,M.K Stalin has said DMK party will not be able to keep its promises on waiving education and agricultural loans.,False,False,0.438,0.333,0.188,0.396,0.333
63624,"""There's no real evidence in the last 20 years that"" growth from tax cuts has made up lost revenue.",genuine,0,PolitiFact,politifact_009,round1,2017-04-28T00:00:00,true,https://www.politifact.com/factchecks/2017/apr/28/rana-foroohar/trumps-tax-plan-prompts-question-can-tax-cuts-real/,"""There's no real evidence in the last 20 years that"" growth from tax cuts has made up lost revenue.",False,False,0.396,0.271,0.188,0.333,0.383
69091,"George Allen's flat tax ""plan would actually shrink revenues further than the Perry plan.""",misleading,1,PolitiFact,politifact_009,round1,2011-11-15T00:00:00,false,https://www.politifact.com/factchecks/2011/nov/15/tim-kaine/tim-kaine-says-george-allen-flat-tax-plan-shrinks-/,"George Allen's flat tax ""plan would actually shrink revenues further than the Perry plan.""",False,False,0.438,0.396,0.188,0.375,0.333
77142,"Joe Biden's $36 billion for a union pension fund is ""the largest private pension bailout in American history.""",genuine,0,PolitiFact,politifact_010,round1,2022-12-14T00:00:00,true,https://www.politifact.com/factchecks/2022/dec/14/kevin-brady/bidens-36-billion-to-save-teamsters-fund-from-inso/,"Joe Biden's $36 billion for a union pension fund is ""the largest private pension bailout in American history.""",False,False,0.375,0.292,0.38,0.333,0.58
63415,"As written, the bill includes a bailout of Chicago's broken teacher pension system.",misleading,1,PolitiFact,politifact_010,round1,2017-08-01T00:00:00,false,https://www.politifact.com/factchecks/2017/aug/01/bruce-rauner/rauners-chicago-schools-bailout-claim-rooted-polit/,"As written, the bill includes a bailout of Chicago's broken teacher pension system.",False,False,0.438,0.396,0.25,0.438,0.36
73853,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.""",genuine,0,PolitiFact,politifact_015,round1,2018-11-15T00:00:00,true,https://www.politifact.com/factchecks/2018/nov/15/west-virginia-republican-party/did-median-incomes-hit-record-level-2017/,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.""",False,False,0.333,0.292,0.58,0.271,0.75
67676,"Chris Christie's plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""",misleading,1,PolitiFact,politifact_015,round1,2013-01-24T00:00:00,pants-fire,https://www.politifact.com/factchecks/2013/jan/24/barbara-buono/barbara-buono-claims-chris-christie-still-proposin/,"Says Chris Christie's plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""",True,False,0.5,0.375,0.188,0.438,0.266
72412,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we're trying to cure.""",genuine,0,PolitiFact,politifact_163,round1,2016-03-30T00:00:00,true,https://www.politifact.com/factchecks/2016/mar/30/jim-kenney/big-soda-and-profits-mayor-kenney-convinced-it-ear/,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we're trying to cure.""",False,False,0.5,0.438,0.292,0.479,0.466
69801,"the Internal Revenue Service estimated it must hire ""16,500 agents at a cost of $10 billion to the taxpayer"" to enforce the federal health care overhaul.",misleading,1,PolitiFact,politifact_163,round1,2011-05-04T00:00:00,false,https://www.politifact.com/factchecks/2011/may/04/saxby-chambliss/us-sen-chambliss-says-16500-irs-agents-needed-heal/,"Says the Internal Revenue Service estimated it must hire ""16,500 agents at a cost of $10 billion to the taxpayer"" to enforce the federal health care overhaul.",True,False,0.438,0.396,0.23,0.375,0.468
